"Input","Output","Frequency","VAgreeSurface","*Unraised","ID"
"teber-RAISER","teber-RAISER-RAISED-F","29","","","1"
"teber-RAISER","teber-RAISER-RAISED-B","0","1","","1"
"teber-RAISER","teber-RAISER-UNRAISED-F","0","","1",""
"teber-RAISER","teber-RAISER-UNRAISED-B","0","1","1",""
"tebessum-NON_RAISER","tebessum-NON_RAISER-RAISED-F","0","","","1"
"tebessum-NON_RAISER","tebessum-NON_RAISER-RAISED-B","0","1","","1"
"tebessum-NON_RAISER","tebessum-NON_RAISER-UNRAISED-F","0","1","",""
"tebessum-NON_RAISER","tebessum-NON_RAISER-UNRAISED-B","7","","",""
"tebi'et-NON_RAISER","tebi'et-NON_RAISER-RAISED-F","0","","","1"
"tebi'et-NON_RAISER","tebi'et-NON_RAISER-RAISED-B","0","1","","1"
"tebi'et-NON_RAISER","tebi'et-NON_RAISER-UNRAISED-F","123","","",""
"tebi'et-NON_RAISER","tebi'et-NON_RAISER-UNRAISED-B","0","1","",""
"tebi'et-RAISER","tebi'et-RAISER-RAISED-F","60","","","1"
"tebi'et-RAISER","tebi'et-RAISER-RAISED-B","0","1","","1"
"tebi'et-RAISER","tebi'et-RAISER-UNRAISED-F","0","","1",""
"tebi'et-RAISER","tebi'et-RAISER-UNRAISED-B","0","1","1",""
"tebi'etshunas-NON_RAISER","tebi'etshunas-NON_RAISER-RAISED-F","0","1","","1"
"tebi'etshunas-NON_RAISER","tebi'etshunas-NON_RAISER-RAISED-B","0","","","1"
"tebi'etshunas-NON_RAISER","tebi'etshunas-NON_RAISER-UNRAISED-F","0","1","",""
"tebi'etshunas-NON_RAISER","tebi'etshunas-NON_RAISER-UNRAISED-B","2","","",""
"tebrikname-RAISER","tebrikname-RAISER-RAISED-F","41","1","","1"
"tebrikname-RAISER","tebrikname-RAISER-RAISED-B","11","","","1"
"tebrikname-RAISER","tebrikname-RAISER-UNRAISED-F","0","","1",""
"tebrikname-RAISER","tebrikname-RAISER-UNRAISED-B","0","1","1",""
"tehrirle-NON_RAISER","tehrirle-NON_RAISER-RAISED-F","0","","","1"
"tehrirle-NON_RAISER","tehrirle-NON_RAISER-RAISED-B","0","1","","1"
"tehrirle-NON_RAISER","tehrirle-NON_RAISER-UNRAISED-F","7","","",""
"tehrirle-NON_RAISER","tehrirle-NON_RAISER-UNRAISED-B","0","1","",""
"tehrirle-RAISER","tehrirle-RAISER-RAISED-F","8","","","1"
"tehrirle-RAISER","tehrirle-RAISER-RAISED-B","0","1","","1"
"tehrirle-RAISER","tehrirle-RAISER-UNRAISED-F","0","","1",""
"tehrirle-RAISER","tehrirle-RAISER-UNRAISED-B","0","1","1",""
"tejelli-NON_RAISER","tejelli-NON_RAISER-RAISED-F","0","","","1"
"tejelli-NON_RAISER","tejelli-NON_RAISER-RAISED-B","0","1","","1"
"tejelli-NON_RAISER","tejelli-NON_RAISER-UNRAISED-F","7","","",""
"tejelli-NON_RAISER","tejelli-NON_RAISER-UNRAISED-B","0","1","",""
"tejiribe-RAISER","tejiribe-RAISER-RAISED-F","28","","","1"
"tejiribe-RAISER","tejiribe-RAISER-RAISED-B","0","1","","1"
"tejiribe-RAISER","tejiribe-RAISER-UNRAISED-F","0","","1",""
"tejiribe-RAISER","tejiribe-RAISER-UNRAISED-B","0","1","1",""
"tejribe-NON_RAISER","tejribe-NON_RAISER-RAISED-F","0","","","1"
"tejribe-NON_RAISER","tejribe-NON_RAISER-RAISED-B","0","1","","1"
"tejribe-NON_RAISER","tejribe-NON_RAISER-UNRAISED-F","21","","",""
"tejribe-NON_RAISER","tejribe-NON_RAISER-UNRAISED-B","0","1","",""
"tejribe-RAISER","tejribe-RAISER-RAISED-F","1285","","","1"
"tejribe-RAISER","tejribe-RAISER-RAISED-B","0","1","","1"
"tejribe-RAISER","tejribe-RAISER-UNRAISED-F","0","","1",""
"tejribe-RAISER","tejribe-RAISER-UNRAISED-B","0","1","1",""
"tejribixana-NON_RAISER","tejribixana-NON_RAISER-RAISED-F","0","1","","1"
"tejribixana-NON_RAISER","tejribixana-NON_RAISER-RAISED-B","0","","","1"
"tejribixana-NON_RAISER","tejribixana-NON_RAISER-UNRAISED-F","0","1","",""
"tejribixana-NON_RAISER","tejribixana-NON_RAISER-UNRAISED-B","1","","",""
"tejribixana-RAISER","tejribixana-RAISER-RAISED-F","0","1","","1"
"tejribixana-RAISER","tejribixana-RAISER-RAISED-B","75","","","1"
"tejribixana-RAISER","tejribixana-RAISER-UNRAISED-F","0","1","1",""
"tejribixana-RAISER","tejribixana-RAISER-UNRAISED-B","2","","1",""
"tekebbur-NON_RAISER","tekebbur-NON_RAISER-RAISED-F","0","","","1"
"tekebbur-NON_RAISER","tekebbur-NON_RAISER-RAISED-B","0","1","","1"
"tekebbur-NON_RAISER","tekebbur-NON_RAISER-UNRAISED-F","0","1","",""
"tekebbur-NON_RAISER","tekebbur-NON_RAISER-UNRAISED-B","4","","",""
"tekellup-NON_RAISER","tekellup-NON_RAISER-RAISED-F","0","","","1"
"tekellup-NON_RAISER","tekellup-NON_RAISER-RAISED-B","0","1","","1"
"tekellup-NON_RAISER","tekellup-NON_RAISER-UNRAISED-F","0","1","",""
"tekellup-NON_RAISER","tekellup-NON_RAISER-UNRAISED-B","5","","",""
"tékistleshtür-NON_RAISER","tékistleshtür-NON_RAISER-RAISED-F","0","","","1"
"tékistleshtür-NON_RAISER","tékistleshtür-NON_RAISER-RAISED-B","0","1","","1"
"tékistleshtür-NON_RAISER","tékistleshtür-NON_RAISER-UNRAISED-F","2","","",""
"tékistleshtür-NON_RAISER","tékistleshtür-NON_RAISER-UNRAISED-B","0","1","",""
"teklipname-RAISER","teklipname-RAISER-RAISED-F","17","1","","1"
"teklipname-RAISER","teklipname-RAISER-RAISED-B","6","","","1"
"teklipname-RAISER","teklipname-RAISER-UNRAISED-F","0","","1",""
"teklipname-RAISER","teklipname-RAISER-UNRAISED-B","0","1","1",""
"tekrarla-NON_RAISER","tekrarla-NON_RAISER-RAISED-F","0","1","","1"
"tekrarla-NON_RAISER","tekrarla-NON_RAISER-RAISED-B","0","","","1"
"tekrarla-NON_RAISER","tekrarla-NON_RAISER-UNRAISED-F","0","1","",""
"tekrarla-NON_RAISER","tekrarla-NON_RAISER-UNRAISED-B","124","","",""
"tekrarla-RAISER","tekrarla-RAISER-RAISED-F","0","1","","1"
"tekrarla-RAISER","tekrarla-RAISER-RAISED-B","75","","","1"
"tekrarla-RAISER","tekrarla-RAISER-UNRAISED-F","0","1","1",""
"tekrarla-RAISER","tekrarla-RAISER-UNRAISED-B","1","","1",""
"téléfonlash-RAISER","téléfonlash-RAISER-RAISED-F","0","1","","1"
"téléfonlash-RAISER","téléfonlash-RAISER-RAISED-B","2","","","1"
"téléfonlash-RAISER","téléfonlash-RAISER-UNRAISED-F","0","1","1",""
"téléfonlash-RAISER","téléfonlash-RAISER-UNRAISED-B","0","","1",""
"téléfonxana-RAISER","téléfonxana-RAISER-RAISED-F","0","1","","1"
"téléfonxana-RAISER","téléfonxana-RAISER-RAISED-B","1","","","1"
"téléfonxana-RAISER","téléfonxana-RAISER-UNRAISED-F","0","1","1",""
"téléfonxana-RAISER","téléfonxana-RAISER-UNRAISED-B","0","","1",""
"télégramma-RAISER","télégramma-RAISER-RAISED-F","0","1","","1"
"télégramma-RAISER","télégramma-RAISER-RAISED-B","122","","","1"
"télégramma-RAISER","télégramma-RAISER-UNRAISED-F","0","1","1",""
"télégramma-RAISER","télégramma-RAISER-UNRAISED-B","0","","1",""
"telep-NON_RAISER","telep-NON_RAISER-RAISED-F","0","","","1"
"telep-NON_RAISER","telep-NON_RAISER-RAISED-B","0","1","","1"
"telep-NON_RAISER","telep-NON_RAISER-UNRAISED-F","1001","","",""
"telep-NON_RAISER","telep-NON_RAISER-UNRAISED-B","0","1","",""
"telep-RAISER","telep-RAISER-RAISED-F","435","","","1"
"telep-RAISER","telep-RAISER-RAISED-B","0","1","","1"
"telep-RAISER","telep-RAISER-UNRAISED-F","0","","1",""
"telep-RAISER","telep-RAISER-UNRAISED-B","0","1","1",""
"telepchan-NON_RAISER","telepchan-NON_RAISER-RAISED-F","0","","","1"
"telepchan-NON_RAISER","telepchan-NON_RAISER-RAISED-B","0","1","","1"
"telepchan-NON_RAISER","telepchan-NON_RAISER-UNRAISED-F","0","1","",""
"telepchan-NON_RAISER","telepchan-NON_RAISER-UNRAISED-B","34","","",""
"telepname-RAISER","telepname-RAISER-RAISED-F","31","1","","1"
"telepname-RAISER","telepname-RAISER-RAISED-B","2","","","1"
"telepname-RAISER","telepname-RAISER-UNRAISED-F","0","","1",""
"telepname-RAISER","telepname-RAISER-UNRAISED-B","0","1","1",""
"teleppuz-NON_RAISER","teleppuz-NON_RAISER-RAISED-F","0","","","1"
"teleppuz-NON_RAISER","teleppuz-NON_RAISER-RAISED-B","0","1","","1"
"teleppuz-NON_RAISER","teleppuz-NON_RAISER-UNRAISED-F","0","1","",""
"teleppuz-NON_RAISER","teleppuz-NON_RAISER-UNRAISED-B","142","","",""
"telet-NON_RAISER","telet-NON_RAISER-RAISED-F","0","","","1"
"telet-NON_RAISER","telet-NON_RAISER-RAISED-B","0","1","","1"
"telet-NON_RAISER","telet-NON_RAISER-UNRAISED-F","2","","",""
"telet-NON_RAISER","telet-NON_RAISER-UNRAISED-B","0","1","",""
"teley-NON_RAISER","teley-NON_RAISER-RAISED-F","0","","","1"
"teley-NON_RAISER","teley-NON_RAISER-RAISED-B","0","1","","1"
"teley-NON_RAISER","teley-NON_RAISER-UNRAISED-F","135","","",""
"teley-NON_RAISER","teley-NON_RAISER-UNRAISED-B","0","1","",""
"teley-RAISER","teley-RAISER-RAISED-F","90","","","1"
"teley-RAISER","teley-RAISER-RAISED-B","0","1","","1"
"teley-RAISER","teley-RAISER-UNRAISED-F","0","","1",""
"teley-RAISER","teley-RAISER-UNRAISED-B","0","1","1",""
"teleysiz-NON_RAISER","teleysiz-NON_RAISER-RAISED-F","0","","","1"
"teleysiz-NON_RAISER","teleysiz-NON_RAISER-RAISED-B","0","1","","1"
"teleysiz-NON_RAISER","teleysiz-NON_RAISER-UNRAISED-F","15","","",""
"teleysiz-NON_RAISER","teleysiz-NON_RAISER-UNRAISED-B","0","1","",""
"telimat-NON_RAISER","telimat-NON_RAISER-RAISED-F","0","","","1"
"telimat-NON_RAISER","telimat-NON_RAISER-RAISED-B","0","1","","1"
"telimat-NON_RAISER","telimat-NON_RAISER-UNRAISED-F","0","1","",""
"telimat-NON_RAISER","telimat-NON_RAISER-UNRAISED-B","55","","",""
"telimat-NON_RAISER","telimat-NON_RAISER-RAISED-F","0","","","1"
"telimat-NON_RAISER","telimat-NON_RAISER-RAISED-B","0","1","","1"
"telimat-NON_RAISER","telimat-NON_RAISER-UNRAISED-F","0","1","",""
"telimat-NON_RAISER","telimat-NON_RAISER-UNRAISED-B","31","","",""
"telmür-NON_RAISER","telmür-NON_RAISER-RAISED-F","0","","","1"
"telmür-NON_RAISER","telmür-NON_RAISER-RAISED-B","0","1","","1"
"telmür-NON_RAISER","telmür-NON_RAISER-UNRAISED-F","17","","",""
"telmür-NON_RAISER","telmür-NON_RAISER-UNRAISED-B","0","1","",""
"tembel-NON_RAISER","tembel-NON_RAISER-RAISED-F","0","","","1"
"tembel-NON_RAISER","tembel-NON_RAISER-RAISED-B","0","1","","1"
"tembel-NON_RAISER","tembel-NON_RAISER-UNRAISED-F","2","","",""
"tembel-NON_RAISER","tembel-NON_RAISER-UNRAISED-B","0","1","",""
"teme-RAISER","teme-RAISER-RAISED-F","1","","","1"
"teme-RAISER","teme-RAISER-RAISED-B","2","1","","1"
"teme-RAISER","teme-RAISER-UNRAISED-F","0","","1",""
"teme-RAISER","teme-RAISER-UNRAISED-B","0","1","1",""
"temexor-NON_RAISER","temexor-NON_RAISER-RAISED-F","0","","","1"
"temexor-NON_RAISER","temexor-NON_RAISER-RAISED-B","0","1","","1"
"temexor-NON_RAISER","temexor-NON_RAISER-UNRAISED-F","0","1","",""
"temexor-NON_RAISER","temexor-NON_RAISER-UNRAISED-B","1","","",""
"teminat-NON_RAISER","teminat-NON_RAISER-RAISED-F","0","","","1"
"teminat-NON_RAISER","teminat-NON_RAISER-RAISED-B","0","1","","1"
"teminat-NON_RAISER","teminat-NON_RAISER-UNRAISED-F","0","1","",""
"teminat-NON_RAISER","teminat-NON_RAISER-UNRAISED-B","23","","",""
"teminle-NON_RAISER","teminle-NON_RAISER-RAISED-F","0","","","1"
"teminle-NON_RAISER","teminle-NON_RAISER-RAISED-B","0","1","","1"
"teminle-NON_RAISER","teminle-NON_RAISER-UNRAISED-F","206","","",""
"teminle-NON_RAISER","teminle-NON_RAISER-UNRAISED-B","0","1","",""
"teminle-RAISER","teminle-RAISER-RAISED-F","235","","","1"
"teminle-RAISER","teminle-RAISER-RAISED-B","0","1","","1"
"teminle-RAISER","teminle-RAISER-UNRAISED-F","7","","1",""
"teminle-RAISER","teminle-RAISER-UNRAISED-B","0","1","1",""
"témpératura-RAISER","témpératura-RAISER-RAISED-F","0","1","","1"
"témpératura-RAISER","témpératura-RAISER-RAISED-B","16","","","1"
"témpératura-RAISER","témpératura-RAISER-UNRAISED-F","0","1","1",""
"témpératura-RAISER","témpératura-RAISER-UNRAISED-B","0","","1",""
"temtire-NON_RAISER","temtire-NON_RAISER-RAISED-F","0","","","1"
"temtire-NON_RAISER","temtire-NON_RAISER-RAISED-B","0","1","","1"
"temtire-NON_RAISER","temtire-NON_RAISER-UNRAISED-F","2","","",""
"temtire-NON_RAISER","temtire-NON_RAISER-UNRAISED-B","0","1","",""
"temtire-RAISER","temtire-RAISER-RAISED-F","3","","","1"
"temtire-RAISER","temtire-RAISER-RAISED-B","0","1","","1"
"temtire-RAISER","temtire-RAISER-UNRAISED-F","0","","1",""
"temtire-RAISER","temtire-RAISER-UNRAISED-B","0","1","1",""
"tenche-RAISER","tenche-RAISER-RAISED-F","2","","","1"
"tenche-RAISER","tenche-RAISER-RAISED-B","0","1","","1"
"tenche-RAISER","tenche-RAISER-UNRAISED-F","0","","1",""
"tenche-RAISER","tenche-RAISER-UNRAISED-B","0","1","1",""
"tene-RAISER","tene-RAISER-RAISED-F","13","","","1"
"tene-RAISER","tene-RAISER-RAISED-B","0","1","","1"
"tene-RAISER","tene-RAISER-UNRAISED-F","0","","1",""
"tene-RAISER","tene-RAISER-UNRAISED-B","0","1","1",""
"tengle-NON_RAISER","tengle-NON_RAISER-RAISED-F","0","","","1"
"tengle-NON_RAISER","tengle-NON_RAISER-RAISED-B","0","1","","1"
"tengle-NON_RAISER","tengle-NON_RAISER-UNRAISED-F","3","","",""
"tengle-NON_RAISER","tengle-NON_RAISER-UNRAISED-B","0","1","",""
"tengle-RAISER","tengle-RAISER-RAISED-F","6","","","1"
"tengle-RAISER","tengle-RAISER-RAISED-B","0","1","","1"
"tengle-RAISER","tengle-RAISER-UNRAISED-F","0","","1",""
"tengle-RAISER","tengle-RAISER-UNRAISED-B","0","1","1",""
"tenglesh-NON_RAISER","tenglesh-NON_RAISER-RAISED-F","0","","","1"
"tenglesh-NON_RAISER","tenglesh-NON_RAISER-RAISED-B","0","1","","1"
"tenglesh-NON_RAISER","tenglesh-NON_RAISER-UNRAISED-F","2","","",""
"tenglesh-NON_RAISER","tenglesh-NON_RAISER-UNRAISED-B","0","1","",""
"tenglesh-RAISER","tenglesh-RAISER-RAISED-F","3","","","1"
"tenglesh-RAISER","tenglesh-RAISER-RAISED-B","0","1","","1"
"tenglesh-RAISER","tenglesh-RAISER-UNRAISED-F","0","","1",""
"tenglesh-RAISER","tenglesh-RAISER-UNRAISED-B","0","1","1",""
"tenglime-RAISER","tenglime-RAISER-RAISED-F","23","","","1"
"tenglime-RAISER","tenglime-RAISER-RAISED-B","0","1","","1"
"tenglime-RAISER","tenglime-RAISER-UNRAISED-F","0","","1",""
"tenglime-RAISER","tenglime-RAISER-UNRAISED-B","0","1","1",""
"tengne-RAISER","tengne-RAISER-RAISED-F","3","","","1"
"tengne-RAISER","tengne-RAISER-RAISED-B","0","1","","1"
"tengne-RAISER","tengne-RAISER-UNRAISED-F","0","","1",""
"tengne-RAISER","tengne-RAISER-UNRAISED-B","0","1","1",""
"tengpunglash-NON_RAISER","tengpunglash-NON_RAISER-RAISED-F","0","1","","1"
"tengpunglash-NON_RAISER","tengpunglash-NON_RAISER-RAISED-B","0","","","1"
"tengpunglash-NON_RAISER","tengpunglash-NON_RAISER-UNRAISED-F","0","1","",""
"tengpunglash-NON_RAISER","tengpunglash-NON_RAISER-UNRAISED-B","1","","",""
"tengpungsiz-NON_RAISER","tengpungsiz-NON_RAISER-RAISED-F","0","","","1"
"tengpungsiz-NON_RAISER","tengpungsiz-NON_RAISER-RAISED-B","0","1","","1"
"tengpungsiz-NON_RAISER","tengpungsiz-NON_RAISER-UNRAISED-F","0","1","",""
"tengpungsiz-NON_RAISER","tengpungsiz-NON_RAISER-UNRAISED-B","96","","",""
"tengshe-NON_RAISER","tengshe-NON_RAISER-RAISED-F","0","","","1"
"tengshe-NON_RAISER","tengshe-NON_RAISER-RAISED-B","0","1","","1"
"tengshe-NON_RAISER","tengshe-NON_RAISER-UNRAISED-F","2","","",""
"tengshe-NON_RAISER","tengshe-NON_RAISER-UNRAISED-B","0","1","",""
"tengshe-RAISER","tengshe-RAISER-RAISED-F","20","","","1"
"tengshe-RAISER","tengshe-RAISER-RAISED-B","0","1","","1"
"tengshe-RAISER","tengshe-RAISER-UNRAISED-F","0","","1",""
"tengshe-RAISER","tengshe-RAISER-UNRAISED-B","0","1","1",""
"tengshesh-NON_RAISER","tengshesh-NON_RAISER-RAISED-F","0","","","1"
"tengshesh-NON_RAISER","tengshesh-NON_RAISER-RAISED-B","0","1","","1"
"tengshesh-NON_RAISER","tengshesh-NON_RAISER-UNRAISED-F","8","","",""
"tengshesh-NON_RAISER","tengshesh-NON_RAISER-UNRAISED-B","0","1","",""
"tennerx-NON_RAISER","tennerx-NON_RAISER-RAISED-F","0","","","1"
"tennerx-NON_RAISER","tennerx-NON_RAISER-RAISED-B","0","1","","1"
"tennerx-NON_RAISER","tennerx-NON_RAISER-UNRAISED-F","2","","",""
"tennerx-NON_RAISER","tennerx-NON_RAISER-UNRAISED-B","0","1","",""
"tentene-RAISER","tentene-RAISER-RAISED-F","1154","","","1"
"tentene-RAISER","tentene-RAISER-RAISED-B","0","1","","1"
"tentene-RAISER","tentene-RAISER-UNRAISED-F","0","","1",""
"tentene-RAISER","tentene-RAISER-UNRAISED-B","0","1","1",""
"tenterbiye-NON_RAISER","tenterbiye-NON_RAISER-RAISED-F","0","","","1"
"tenterbiye-NON_RAISER","tenterbiye-NON_RAISER-RAISED-B","0","1","","1"
"tenterbiye-NON_RAISER","tenterbiye-NON_RAISER-UNRAISED-F","8","","",""
"tenterbiye-NON_RAISER","tenterbiye-NON_RAISER-UNRAISED-B","0","1","",""
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-RAISED-F","0","","","1"
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-RAISED-B","0","1","","1"
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-UNRAISED-F","0","1","",""
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-UNRAISED-B","472","","",""
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-RAISED-F","0","","","1"
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-RAISED-B","0","1","","1"
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-UNRAISED-F","0","1","",""
"tepsilat-NON_RAISER","tepsilat-NON_RAISER-UNRAISED-B","95","","",""
"teqdirname-RAISER","teqdirname-RAISER-RAISED-F","11","1","","1"
"teqdirname-RAISER","teqdirname-RAISER-RAISED-B","2","","","1"
"teqdirname-RAISER","teqdirname-RAISER-UNRAISED-F","0","","1",""
"teqdirname-RAISER","teqdirname-RAISER-UNRAISED-B","0","1","1",""
"teqwadar-NON_RAISER","teqwadar-NON_RAISER-RAISED-F","0","1","","1"
"teqwadar-NON_RAISER","teqwadar-NON_RAISER-RAISED-B","0","","","1"
"teqwadar-NON_RAISER","teqwadar-NON_RAISER-UNRAISED-F","0","1","",""
"teqwadar-NON_RAISER","teqwadar-NON_RAISER-UNRAISED-B","56","","",""
"terbiye-NON_RAISER","terbiye-NON_RAISER-RAISED-F","0","","","1"
"terbiye-NON_RAISER","terbiye-NON_RAISER-RAISED-B","0","1","","1"
"terbiye-NON_RAISER","terbiye-NON_RAISER-UNRAISED-F","1","","",""
"terbiye-NON_RAISER","terbiye-NON_RAISER-UNRAISED-B","0","1","",""
"terbiye-RAISER","terbiye-RAISER-RAISED-F","466","","","1"
"terbiye-RAISER","terbiye-RAISER-RAISED-B","0","1","","1"
"terbiye-RAISER","terbiye-RAISER-UNRAISED-F","131","","1",""
"terbiye-RAISER","terbiye-RAISER-UNRAISED-B","0","1","1",""
"terbiyele-NON_RAISER","terbiyele-NON_RAISER-RAISED-F","0","","","1"
"terbiyele-NON_RAISER","terbiyele-NON_RAISER-RAISED-B","0","1","","1"
"terbiyele-NON_RAISER","terbiyele-NON_RAISER-UNRAISED-F","20","","",""
"terbiyele-NON_RAISER","terbiyele-NON_RAISER-UNRAISED-B","2","1","",""
"terbiyele-RAISER","terbiyele-RAISER-RAISED-F","25","","","1"
"terbiyele-RAISER","terbiyele-RAISER-RAISED-B","0","1","","1"
"terbiyele-RAISER","terbiyele-RAISER-UNRAISED-F","0","","1",""
"terbiyele-RAISER","terbiyele-RAISER-UNRAISED-B","0","1","1",""
"terbiyelesh-NON_RAISER","terbiyelesh-NON_RAISER-RAISED-F","0","","","1"
"terbiyelesh-NON_RAISER","terbiyelesh-NON_RAISER-RAISED-B","0","1","","1"
"terbiyelesh-NON_RAISER","terbiyelesh-NON_RAISER-UNRAISED-F","2","","",""
"terbiyelesh-NON_RAISER","terbiyelesh-NON_RAISER-UNRAISED-B","0","1","",""
"terbiyelesh-RAISER","terbiyelesh-RAISER-RAISED-F","6","","","1"
"terbiyelesh-RAISER","terbiyelesh-RAISER-RAISED-B","0","1","","1"
"terbiyelesh-RAISER","terbiyelesh-RAISER-UNRAISED-F","0","","1",""
"terbiyelesh-RAISER","terbiyelesh-RAISER-UNRAISED-B","0","1","1",""
"terbiyile-NON_RAISER","terbiyile-NON_RAISER-RAISED-F","0","","","1"
"terbiyile-NON_RAISER","terbiyile-NON_RAISER-RAISED-B","0","1","","1"
"terbiyile-NON_RAISER","terbiyile-NON_RAISER-UNRAISED-F","55","","",""
"terbiyile-NON_RAISER","terbiyile-NON_RAISER-UNRAISED-B","2","1","",""
"terbiyile-RAISER","terbiyile-RAISER-RAISED-F","48","","","1"
"terbiyile-RAISER","terbiyile-RAISER-RAISED-B","0","1","","1"
"terbiyile-RAISER","terbiyile-RAISER-UNRAISED-F","1","","1",""
"terbiyile-RAISER","terbiyile-RAISER-UNRAISED-B","0","1","1",""
"terbiyilesh-NON_RAISER","terbiyilesh-NON_RAISER-RAISED-F","0","","","1"
"terbiyilesh-NON_RAISER","terbiyilesh-NON_RAISER-RAISED-B","0","1","","1"
"terbiyilesh-NON_RAISER","terbiyilesh-NON_RAISER-UNRAISED-F","2","","",""
"terbiyilesh-NON_RAISER","terbiyilesh-NON_RAISER-UNRAISED-B","0","1","",""
"terbiyilesh-RAISER","terbiyilesh-RAISER-RAISED-F","2","","","1"
"terbiyilesh-RAISER","terbiyilesh-RAISER-RAISED-B","0","1","","1"
"terbiyilesh-RAISER","terbiyilesh-RAISER-UNRAISED-F","0","","1",""
"terbiyilesh-RAISER","terbiyilesh-RAISER-UNRAISED-B","0","1","1",""
"terbiylesh-NON_RAISER","terbiylesh-NON_RAISER-RAISED-F","0","","","1"
"terbiylesh-NON_RAISER","terbiylesh-NON_RAISER-RAISED-B","0","1","","1"
"terbiylesh-NON_RAISER","terbiylesh-NON_RAISER-UNRAISED-F","23","","",""
"terbiylesh-NON_RAISER","terbiylesh-NON_RAISER-UNRAISED-B","0","1","",""
"terbiylesh-RAISER","terbiylesh-RAISER-RAISED-F","2","","","1"
"terbiylesh-RAISER","terbiylesh-RAISER-RAISED-B","0","1","","1"
"terbiylesh-RAISER","terbiylesh-RAISER-UNRAISED-F","0","","1",""
"terbiylesh-RAISER","terbiylesh-RAISER-UNRAISED-B","0","1","1",""
"tereddut-NON_RAISER","tereddut-NON_RAISER-RAISED-F","0","","","1"
"tereddut-NON_RAISER","tereddut-NON_RAISER-RAISED-B","0","1","","1"
"tereddut-NON_RAISER","tereddut-NON_RAISER-UNRAISED-F","1","1","",""
"tereddut-NON_RAISER","tereddut-NON_RAISER-UNRAISED-B","10","","",""
"terep-NON_RAISER","terep-NON_RAISER-RAISED-F","6","","","1"
"terep-NON_RAISER","terep-NON_RAISER-RAISED-B","0","1","","1"
"terep-NON_RAISER","terep-NON_RAISER-UNRAISED-F","3060","","",""
"terep-NON_RAISER","terep-NON_RAISER-UNRAISED-B","0","1","",""
"terep-RAISER","terep-RAISER-RAISED-F","838","","","1"
"terep-RAISER","terep-RAISER-RAISED-B","0","1","","1"
"terep-RAISER","terep-RAISER-UNRAISED-F","0","","1",""
"terep-RAISER","terep-RAISER-UNRAISED-B","0","1","1",""
"terepbaz-NON_RAISER","terepbaz-NON_RAISER-RAISED-F","0","","","1"
"terepbaz-NON_RAISER","terepbaz-NON_RAISER-RAISED-B","0","1","","1"
"terepbaz-NON_RAISER","terepbaz-NON_RAISER-UNRAISED-F","0","1","",""
"terepbaz-NON_RAISER","terepbaz-NON_RAISER-UNRAISED-B","14","","",""
"terepdar-NON_RAISER","terepdar-NON_RAISER-RAISED-F","0","","","1"
"terepdar-NON_RAISER","terepdar-NON_RAISER-RAISED-B","0","1","","1"
"terepdar-NON_RAISER","terepdar-NON_RAISER-UNRAISED-F","0","1","",""
"terepdar-NON_RAISER","terepdar-NON_RAISER-UNRAISED-B","11","","",""
"tereplime-RAISER","tereplime-RAISER-RAISED-F","314","","","1"
"tereplime-RAISER","tereplime-RAISER-RAISED-B","0","1","","1"
"tereplime-RAISER","tereplime-RAISER-UNRAISED-F","0","","1",""
"tereplime-RAISER","tereplime-RAISER-UNRAISED-B","0","1","1",""
"teret-NON_RAISER","teret-NON_RAISER-RAISED-F","0","","","1"
"teret-NON_RAISER","teret-NON_RAISER-RAISED-B","0","1","","1"
"teret-NON_RAISER","teret-NON_RAISER-UNRAISED-F","7","","",""
"teret-NON_RAISER","teret-NON_RAISER-UNRAISED-B","0","1","",""
"teret-RAISER","teret-RAISER-RAISED-F","1","","","1"
"teret-RAISER","teret-RAISER-RAISED-B","0","1","","1"
"teret-RAISER","teret-RAISER-UNRAISED-F","0","","1",""
"teret-RAISER","teret-RAISER-UNRAISED-B","0","1","1",""
"teriple-NON_RAISER","teriple-NON_RAISER-RAISED-F","0","","","1"
"teriple-NON_RAISER","teriple-NON_RAISER-RAISED-B","0","1","","1"
"teriple-NON_RAISER","teriple-NON_RAISER-UNRAISED-F","40","","",""
"teriple-NON_RAISER","teriple-NON_RAISER-UNRAISED-B","0","1","",""
"teriple-RAISER","teriple-RAISER-RAISED-F","36","","","1"
"teriple-RAISER","teriple-RAISER-RAISED-B","0","1","","1"
"teriple-RAISER","teriple-RAISER-UNRAISED-F","0","","1",""
"teriple-RAISER","teriple-RAISER-UNRAISED-B","0","1","1",""
"téritoriye-NON_RAISER","téritoriye-NON_RAISER-RAISED-F","0","1","","1"
"téritoriye-NON_RAISER","téritoriye-NON_RAISER-RAISED-B","0","","","1"
"téritoriye-NON_RAISER","téritoriye-NON_RAISER-UNRAISED-F","43","","",""
"téritoriye-NON_RAISER","téritoriye-NON_RAISER-UNRAISED-B","0","1","",""
"terjiman-NON_RAISER","terjiman-NON_RAISER-RAISED-F","0","","","1"
