"Input","Output","Frequency","HarmonicUniformity"
"meqbere","meqbere-RAISE-F","15","0.0429467199793864"
"meqbere","meqbere-RAISE-B","0","0.957053280020614"
"merhemet","merhemet-RAISE-F","3","0.00557891821541076"
"merhemet","merhemet-RAISE-B","0","0.994421081784589"
"merkezlesh","merkezlesh-RAISE-F","5","0.022038231553919"
"merkezlesh","merkezlesh-RAISE-B","0","0.977961768446081"
"mertiwe","mertiwe-RAISE-F","216","0.0289679884299755"
"mertiwe","mertiwe-RAISE-B","0","0.971032011570025"
"mes'uliyet","mes'uliyet-RAISE-F","45","0.00733711404229621"
"mes'uliyet","mes'uliyet-RAISE-B","0","0.992662885957704"
"mese","mese-RAISE-F","53","0.107202795917923"
"mese","mese-RAISE-B","0","0.892797204082077"
"mesel","mesel-RAISE-F","17","0.0255892669289134"
"mesel","mesel-RAISE-B","0","0.974410733071087"
"meshrep","meshrep-RAISE-F","16","0.0050319195207637"
"meshrep","meshrep-RAISE-B","0","0.994968080479236"
"mesile","mesile-RAISE-F","14189","0.00468806153641262"
"mesile","mesile-RAISE-B","0","0.995311938463587"
"mesle","mesle-RAISE-F","58","0.0696167037733317"
"mesle","mesle-RAISE-B","0","0.930383296226668"
"meslihet","meslihet-RAISE-F","41","0.00203427430019605"
"meslihet","meslihet-RAISE-B","0","0.997965725699804"
"meslihetlesh","meslihetlesh-RAISE-F","3","0.0690182553401095"
"meslihetlesh","meslihetlesh-RAISE-B","0","0.93098174465989"
"mestane","mestane-RAISE-F","4","0.239198914800023"
"mestane","mestane-RAISE-B","4","0.760801085199977"
"mesxire","mesxire-RAISE-F","112","0.00861302652428046"
"mesxire","mesxire-RAISE-B","0","0.99138697347572"
"mewjudiyet","mewjudiyet-RAISE-F","14","0.0277343248674642"
"mewjudiyet","mewjudiyet-RAISE-B","0","0.972265675132536"
"meyde","meyde-RAISE-F","171","0.0478417404478562"
"meyde","meyde-RAISE-B","0","0.952158259552144"
"meyüslen","meyüslen-RAISE-F","3","0.0378164905002762"
"meyüslen","meyüslen-RAISE-B","0","0.962183509499724"
"meyxana","meyxana-RAISE-F","2","0.964782630944546"
"meyxana","meyxana-RAISE-B","5","0.0352173690554543"
"meze","meze-RAISE-F","6","0.119960544251341"
"meze","meze-RAISE-B","0","0.880039455748659"
"mezheb","mezheb-RAISE-F","9","0.0402705658428153"
"mezheb","mezheb-RAISE-B","0","0.959729434157185"
"mezhep","mezhep-RAISE-F","49","0.0118554076587047"
"mezhep","mezhep-RAISE-B","0","0.988144592341295"
"mezze","mezze-RAISE-F","72","0.0631974921169508"
"mezze","mezze-RAISE-B","0","0.936802507883049"
"miniatyura","miniatyura-RAISE-F","0","0.985343025081899"
"miniatyura","miniatyura-RAISE-B","58","0.0146569749181013"
"mirzaxana","mirzaxana-RAISE-F","0","0.906561882652986"
"mirzaxana","mirzaxana-RAISE-B","1","0.0934381173470136"
"möjize","möjize-RAISE-F","106","0.0243437596904678"
"möjize","möjize-RAISE-B","0","0.975656240309532"
"mölcher","mölcher-RAISE-F","4","0.00964736764027157"
"mölcher","mölcher-RAISE-B","0","0.990352632359728"
"mölcherle","mölcherle-RAISE-F","69","0.0184666920155486"
"mölcherle","mölcherle-RAISE-B","0","0.981533307984451"
"molékula","molékula-RAISE-F","0","0.962169505071161"
"molékula","molékula-RAISE-B","4","0.0378304949288393"
"molla","molla-RAISE-F","0","0.995804316539088"
"molla","molla-RAISE-B","112","0.0041956834609117"
"mollash","mollash-RAISE-F","0","0.917945292976182"
"mollash","mollash-RAISE-B","1","0.0820547070238183"
"moma","moma-RAISE-F","0","0.996406655688191"
"moma","moma-RAISE-B","79","0.00359334431180891"
"momay","momay-RAISE-F","0","0.995738682894831"
"momay","momay-RAISE-B","1","0.00426131710516875"
"mora","mora-RAISE-F","0","0.970334913171065"
"mora","mora-RAISE-B","3","0.0296650868289353"
"mötiwer","mötiwer-RAISE-F","1","0.00432512829091786"
"mötiwer","mötiwer-RAISE-B","0","0.995674871709082"
"mozay","mozay-RAISE-F","0","0.984679024082816"
"mozay","mozay-RAISE-B","7","0.0153209759171843"
"mu'amile","mu'amile-RAISE-F","678","0.00397752418689816"
"mu'amile","mu'amile-RAISE-B","0","0.996022475813102"
"mu'essese","mu'essese-RAISE-F","43","0.0121999368081347"
"mu'essese","mu'essese-RAISE-B","0","0.987800063191865"
"mudapi'e","mudapi'e-RAISE-F","1","0.00154015440505076"
"mudapi'e","mudapi'e-RAISE-B","0","0.998459845594949"
"mudapi'elen","mudapi'elen-RAISE-F","2","0.202715157604874"
"mudapi'elen","mudapi'elen-RAISE-B","0","0.797284842395126"
"mudaxile","mudaxile-RAISE-F","16","0.0142913183321448"
"mudaxile","mudaxile-RAISE-B","1","0.985708681667855"
"muddet","muddet-RAISE-F","8","0.00245593336870562"
"muddet","muddet-RAISE-B","0","0.997544066631294"
"mudiriyet","mudiriyet-RAISE-F","2","0.0369946080631662"
"mudiriyet","mudiriyet-RAISE-B","0","0.963005391936834"
"muharibe","muharibe-RAISE-F","1","0.416961492576243"
"muharibe","muharibe-RAISE-B","0","0.583038507423757"
"muhasire","muhasire-RAISE-F","81","0.0541411426684832"
"muhasire","muhasire-RAISE-B","0","0.945858857331517"
"muhebbet","muhebbet-RAISE-F","72","0.00342065041154975"
"muhebbet","muhebbet-RAISE-B","0","0.99657934958845"
"muhebbetlesh","muhebbetlesh-RAISE-F","2","0.108361012676909"
"muhebbetlesh","muhebbetlesh-RAISE-B","0","0.891638987323091"
"mujessemle","mujessemle-RAISE-F","2","0.0379957319066607"
"mujessemle","mujessemle-RAISE-B","0","0.962004268093339"
"mukapatla","mukapatla-RAISE-F","0","0.989471277209984"
"mukapatla","mukapatla-RAISE-B","19","0.010528722790016"
"mukemmellesh","mukemmellesh-RAISE-F","5","0.0885379266921931"
"mukemmellesh","mukemmellesh-RAISE-B","0","0.911462073307807"
"mulahize","mulahize-RAISE-F","731","0.00640317101956024"
"mulahize","mulahize-RAISE-B","1","0.99359682898044"
"mulazimet","mulazimet-RAISE-F","36","0.00552701597114631"
"mulazimet","mulazimet-RAISE-B","1","0.994472984028854"
"muma","muma-RAISE-F","0","0.928923678306915"
"muma","muma-RAISE-B","1","0.0710763216930852"
"munare","munare-RAISE-F","3","0.0574771042844012"
"munare","munare-RAISE-B","12","0.942522895715599"
"munasiwet","munasiwet-RAISE-F","681","0.000769132534633931"
"munasiwet","munasiwet-RAISE-B","1","0.999230867465366"
"munasiwetlesh","munasiwetlesh-RAISE-F","1","0.184128887019375"
"munasiwetlesh","munasiwetlesh-RAISE-B","0","0.815871112980625"
"munazire","munazire-RAISE-F","762","0.00453780564281437"
"munazire","munazire-RAISE-B","0","0.995462194357186"
"munazirilesh","munazirilesh-RAISE-F","4","0.0767311855709249"
"munazirilesh","munazirilesh-RAISE-B","0","0.923268814429075"
"munber","munber-RAISE-F","152","0.0143141854110984"
"munber","munber-RAISE-B","2","0.985685814588902"
"mungdash","mungdash-RAISE-F","0","0.984606095025978"
"mungdash","mungdash-RAISE-B","15","0.0153939049740219"
"munglan","munglan-RAISE-F","0","0.952016162171123"
"munglan","munglan-RAISE-B","1","0.0479838378288769"
"muntizimlash","muntizimlash-RAISE-F","0","0.959538329269646"
"muntizimlash","muntizimlash-RAISE-B","2","0.0404616707303539"
"muqawa","muqawa-RAISE-F","0","0.988600142029447"
"muqawa","muqawa-RAISE-B","82","0.0113998579705531"
"muqeddime","muqeddime-RAISE-F","114","0.0333157625903823"
"muqeddime","muqeddime-RAISE-B","0","0.966684237409618"
"muraji'et","muraji'et-RAISE-F","10","0.00334370778852222"
"muraji'et","muraji'et-RAISE-B","0","0.996656292211478"
"murat","murat-RAISE-F","0","0.997645081515159"
"murat","murat-RAISE-B","3","0.00235491848484071"
"murda","murda-RAISE-F","0","0.984795622433356"
"murda","murda-RAISE-B","14","0.0152043775666437"
"müre","müre-RAISE-F","145","0.0391420106823433"
"müre","müre-RAISE-B","0","0.960857989317657"
"murekkeplesh","murekkeplesh-RAISE-F","4","0.0721848661369069"
"murekkeplesh","murekkeplesh-RAISE-B","0","0.927815133863093"
"muresselesh","muresselesh-RAISE-F","2","0.13438060283678"
"muresselesh","muresselesh-RAISE-B","0","0.86561939716322"
"musape","musape-RAISE-F","345","0.0229776771637446"
"musape","musape-RAISE-B","47","0.977022322836255"
"musapirxana","musapirxana-RAISE-F","1","0.888707384797772"
"musapirxana","musapirxana-RAISE-B","0","0.111292615202228"
"musha'ire","musha'ire-RAISE-F","7","0.0606974596904171"
"musha'ire","musha'ire-RAISE-B","0","0.939302540309583"
"mushtlash","mushtlash-RAISE-F","0","0.981964499561008"
"mushtlash","mushtlash-RAISE-B","1","0.0180355004389923"
"musibet","musibet-RAISE-F","2","0.00466814431300059"
"musibet","musibet-RAISE-B","0","0.995331855686999"
"mustehkemle","mustehkemle-RAISE-F","50","0.00530585205147153"
"mustehkemle","mustehkemle-RAISE-B","0","0.994694147948529"
"muzla","muzla-RAISE-F","0","0.934316840312696"
"muzla","muzla-RAISE-B","2","0.0656831596873044"
"nacha","nacha-RAISE-F","0","0.881232687269075"
"nacha","nacha-RAISE-B","1","0.118767312730925"
"nacharlash","nacharlash-RAISE-F","0","0.990101462445333"
"nacharlash","nacharlash-RAISE-B","22","0.00989853755466674"
"nahiye","nahiye-RAISE-F","1926","0.000459069219776004"
"nahiye","nahiye-RAISE-B","1","0.999540930780224"
"nala","nala-RAISE-F","0","0.964530473784932"
"nala","nala-RAISE-B","1","0.0354695262150685"
"nale","nale-RAISE-F","9","0.0167368174033868"
"nale","nale-RAISE-B","2","0.983263182596613"
"namayende","namayende-RAISE-F","117","0.0521213825470328"
"namayende","namayende-RAISE-B","0","0.947878617452967"
"namaz","namaz-RAISE-F","0","0.998049470624899"
"namaz","namaz-RAISE-B","331","0.00195052937510054"
"name","name-RAISE-F","8","0.159928583372197"
"name","name-RAISE-B","20","0.840071416627803"
"namratlash","namratlash-RAISE-F","0","0.970566257580795"
"namratlash","namratlash-RAISE-B","4","0.0294337424192047"
"namzat","namzat-RAISE-F","0","0.998237268949426"
"namzat","namzat-RAISE-B","4","0.0017627310505739"
"nareside","nareside-RAISE-F","17","0.163566930215757"
"nareside","nareside-RAISE-B","1","0.836433069784243"
"nasara","nasara-RAISE-F","0","0.944616799595451"
"nasara","nasara-RAISE-B","1","0.0553832004045494"
"nashta","nashta-RAISE-F","0","0.98541800710772"
"nashta","nashta-RAISE-B","37","0.01458199289228"
"natura","natura-RAISE-F","0","0.881232687269075"
"natura","natura-RAISE-B","1","0.118767312730925"
"nawayxana","nawayxana-RAISE-F","0","0.985015671819375"
"nawayxana","nawayxana-RAISE-B","17","0.0149843281806247"
"naxsha","naxsha-RAISE-F","0","0.997373944344626"
"naxsha","naxsha-RAISE-B","373","0.00262605565537388"
"nazaret","nazaret-RAISE-F","245","0.00189947781270528"
"nazaret","nazaret-RAISE-B","4","0.998100522187295"
"nazla","nazla-RAISE-F","0","0.950925263694781"
"nazla","nazla-RAISE-B","1","0.0490747363052187"
"nechche","nechche-RAISE-F","49","0.356689900721222"
"nechche","nechche-RAISE-B","0","0.643310099278778"
"nemune","nemune-RAISE-F","211","0.0299870432664032"
"nemune","nemune-RAISE-B","4","0.970012956733597"
"neper","neper-RAISE-F","22","0.000970036377950083"
"neper","neper-RAISE-B","0","0.99902996362205"
"nepes","nepes-RAISE-F","4","0.00434747687724896"
"nepes","nepes-RAISE-B","0","0.995652523122751"
"nepeslen","nepeslen-RAISE-F","3","0.142722554432692"
"nepeslen","nepeslen-RAISE-B","0","0.857277445567308"
"nepret","nepret-RAISE-F","41","0.00855142643299724"
"nepret","nepret-RAISE-B","0","0.991448573567003"
"nere","nere-RAISE-F","33","0.0611849130454969"
"nere","nere-RAISE-B","0","0.938815086954503"
"nerse","nerse-RAISE-F","2490","0.00352353068414209"
"nerse","nerse-RAISE-B","2","0.996476469315858"
"nesebname","nesebname-RAISE-F","11","0.292451736119199"
"nesebname","nesebname-RAISE-B","2","0.707548263880801"
"neshe","neshe-RAISE-F","2","0.0231371799640903"
"neshe","neshe-RAISE-B","0","0.97686282003591"
"nesihet","nesihet-RAISE-F","2","0.00564405410622745"
"nesihet","nesihet-RAISE-B","0","0.994355945893773"
"netije","netije-RAISE-F","6909","0.00847364187742436"
"netije","netije-RAISE-B","0","0.991526358122576"
"netijilen","netijilen-RAISE-F","0","0.0540596416427473"
"netijilen","netijilen-RAISE-B","1","0.945940358357253"
"newre","newre-RAISE-F","229","0.00814408892640691"
"newre","newre-RAISE-B","0","0.991855911073593"
"neyreng","neyreng-RAISE-F","2","0.0375833402822192"
"neyreng","neyreng-RAISE-B","0","0.962416659717781"
"neyze","neyze-RAISE-F","19","0.0182108876768807"
"neyze","neyze-RAISE-B","0","0.981789112323119"
"nezer","nezer-RAISE-F","57","0.00100427031677176"
"nezer","nezer-RAISE-B","0","0.998995729683228"
"nezeriye","nezeriye-RAISE-F","57","0.00501213262826322"
"nezeriye","nezeriye-RAISE-B","0","0.994987867371737"
"nezire","nezire-RAISE-F","3","0.0512407915311882"
"nezire","nezire-RAISE-B","0","0.948759208468812"
"nezme","nezme-RAISE-F","41","0.0380878641329906"
"nezme","nezme-RAISE-B","0","0.961912135867009"
"nihayet","nihayet-RAISE-F","1","0.160872207239935"
"nihayet","nihayet-RAISE-B","0","0.839127792760065"
"nishanla","nishanla-RAISE-F","0","0.969646199862831"
"nishanla","nishanla-RAISE-B","3","0.0303538001371687"
"nizamname","nizamname-RAISE-F","126","0.140727064850407"
"nizamname","nizamname-RAISE-B","36","0.859272935149593"
"norma","norma-RAISE-F","0","0.990146528384196"
"norma","norma-RAISE-B","109","0.00985347161580419"
"normallash","normallash-RAISE-F","0","0.97683554195021"
"normallash","normallash-RAISE-B","11","0.0231644580497898"
"nota","nota-RAISE-F","0","0.989780629412877"
"nota","nota-RAISE-B","48","0.0102193705871233"
"nowélla","nowélla-RAISE-F","0","0.951291403689097"
"nowélla","nowélla-RAISE-B","2","0.0487085963109032"
"nöwet","nöwet-RAISE-F","455","0.0022812139246744"
"nöwet","nöwet-RAISE-B","0","0.997718786075326"
"nöwetlesh","nöwetlesh-RAISE-F","3","0.211495824040857"
"nöwetlesh","nöwetlesh-RAISE-B","0","0.788504175959143"
"noxta","noxta-RAISE-F","0","0.978391106825137"
"noxta","noxta-RAISE-B","22","0.0216088931748635"
"nuqti'inezer","nuqti'inezer-RAISE-F","4","0.025362417863169"
"nuqti'inezer","nuqti'inezer-RAISE-B","0","0.974637582136831"
"nurlan","nurlan-RAISE-F","0","0.967336012467556"
"nurlan","nurlan-RAISE-B","2","0.032663987532444"
"öchiret","öchiret-RAISE-F","1","0.0105404366291541"
"öchiret","öchiret-RAISE-B","0","0.989459563370846"
"oghutla","oghutla-RAISE-F","0","0.928923678306915"
"oghutla","oghutla-RAISE-B","1","0.0710763216930852"
"okyaniye","okyaniye-RAISE-F","4","0.0720644450413696"
"okyaniye","okyaniye-RAISE-B","0","0.92793555495863"
"olash","olash-RAISE-F","0","0.947419892364979"
"olash","olash-RAISE-B","1","0.0525801076350212"
"ölche","ölche-RAISE-F","9","0.0935534280238916"
"ölche","ölche-RAISE-B","0","0.906446571976108"
"ölchem","ölchem-RAISE-F","216","0.00392424235497349"
"ölchem","ölchem-RAISE-B","0","0.996075757645027"
"olja","olja-RAISE-F","0","0.990309707004686"
"olja","olja-RAISE-B","66","0.00969029299531432"
"öltürüwet","öltürüwet-RAISE-F","1","0.014662575430507"
"öltürüwet","öltürüwet-RAISE-B","0","0.985337424569493"
"ölümname","ölümname-RAISE-F","1","0.734707633992256"
"ölümname","ölümname-RAISE-B","0","0.265292366007744"
"omarta","omarta-RAISE-F","0","0.906561882652986"
"omarta","omarta-RAISE-B","1","0.0934381173470136"
"ömile","ömile-RAISE-F","2","0.309350112400126"
"ömile","ömile-RAISE-B","0","0.690649887599874"
"omumiyet","omumiyet-RAISE-F","2","0.0365302138639984"
"omumiyet","omumiyet-RAISE-B","0","0.963469786136002"
"omumlash","omumlash-RAISE-F","0","0.992238396568858"
"omumlash","omumlash-RAISE-B","68","0.00776160343114241"
"ongaylash","ongaylash-RAISE-F","0","0.906561882652986"
"ongaylash","ongaylash-RAISE-B","1","0.0934381173470136"
"ongche","ongche-RAISE-F","0","0.520757090834679"
"ongche","ongche-RAISE-B","45","0.479242909165321"
"ongla","ongla-RAISE-F","0","0.976383753295822"
"ongla","ongla-RAISE-B","1","0.0236162467041779"
"ongsha","ongsha-RAISE-F","0","0.976983905805785"
"ongsha","ongsha-RAISE-B","16","0.0230160941942151"
"öpchöre","öpchöre-RAISE-F","14","0.160577702922962"
"öpchöre","öpchöre-RAISE-B","0","0.839422297077038"
"opéra","opéra-RAISE-F","0","0.992069905119337"
"opéra","opéra-RAISE-B","7","0.00793009488066343"
"oqurmen","oqurmen-RAISE-F","3","0.00152554822782802"
"oqurmen","oqurmen-RAISE-B","0","0.998474451772172"
"ora","ora-RAISE-F","5","0.992679400747136"
"ora","ora-RAISE-B","3","0.00732059925286421"
"orbita","orbita-RAISE-F","0","0.98082693433638"
"orbita","orbita-RAISE-B","25","0.0191730656636201"
"orda","orda-RAISE-F","0","0.995830069037521"
"orda","orda-RAISE-B","266","0.0041699309624792"
"öre","öre-RAISE-F","2","0.347403662332999"
"öre","öre-RAISE-B","0","0.652596337667001"
"örkeshle","örkeshle-RAISE-F","1","0.347403662332999"
"örkeshle","örkeshle-RAISE-B","0","0.652596337667001"
"örle","örle-RAISE-F","83","0.0120256135581509"
"örle","örle-RAISE-B","0","0.987974386441849"
"örlet","örlet-RAISE-F","2","0.119579366900251"
"örlet","örlet-RAISE-B","0","0.880420633099749"
"orma","orma-RAISE-F","0","0.939604242922474"
"orma","orma-RAISE-B","2","0.0603957570775264"
"orman","orman-RAISE-F","0","0.995186259705505"
"orman","orman-RAISE-B","1","0.00481374029449477"
"ornash","ornash-RAISE-F","0","0.948499017166134"
"ornash","ornash-RAISE-B","1","0.0515009828338664"
"ornat","ornat-RAISE-F","0","0.995631818012912"
"ornat","ornat-RAISE-B","197","0.00436818198708822"
"orunlash","orunlash-RAISE-F","0","0.995087455073184"
"orunlash","orunlash-RAISE-B","113","0.00491254492681636"
"orunlashturma","orunlashturma-RAISE-F","0","0.969646199862831"
"orunlashturma","orunlashturma-RAISE-B","6","0.0303538001371687"
"östeng","östeng-RAISE-F","6","0.00490476852072395"
"östeng","östeng-RAISE-B","0","0.995095231479276"
"öte","öte-RAISE-F","14","0.00212793833538035"
"öte","öte-RAISE-B","0","0.99787206166462"
"öteng","öteng-RAISE-F","2","0.0409219649400641"
"öteng","öteng-RAISE-B","0","0.959078035059936"
"ötkürlesh","ötkürlesh-RAISE-F","18","0.047159136023549"
"ötkürlesh","ötkürlesh-RAISE-B","0","0.952840863976451"
"otla","otla-RAISE-F","0","0.971543815430229"
"otla","otla-RAISE-B","3","0.0284561845697709"
"ötne","ötne-RAISE-F","3","0.283801280761115"
"ötne","ötne-RAISE-B","0","0.716198719238885"
"ottura","ottura-RAISE-F","0","0.999330182064334"
"ottura","ottura-RAISE-B","13818","0.000669817935666006"
"otunxana","otunxana-RAISE-F","0","0.881232687269075"
"otunxana","otunxana-RAISE-B","1","0.118767312730925"
"owla","owla-RAISE-F","0","0.988979578260624"
"owla","owla-RAISE-B","8","0.011020421739376"
"oxsha","oxsha-RAISE-F","0","0.9974450065912"
"oxsha","oxsha-RAISE-B","1242","0.00255499340880039"
"oxshash","oxshash-RAISE-F","0","0.993621804376923"
"oxshash","oxshash-RAISE-B","2","0.00637819562307695"
"oxshat","oxshat-RAISE-F","0","0.984620406470327"
"oxshat","oxshat-RAISE-B","5","0.0153795935296729"
"oxshatma","oxshatma-RAISE-F","0","0.906561882652986"
"oxshatma","oxshatma-RAISE-B","1","0.0934381173470136"
"oyla","oyla-RAISE-F","0","0.998788726711699"
"oyla","oyla-RAISE-B","658","0.00121127328830128"
"oylan","oylan-RAISE-F","0","0.94625109832287"
"oylan","oylan-RAISE-B","1","0.0537489016771301"
"oylash","oylash-RAISE-F","0","0.994294036149917"
"oylash","oylash-RAISE-B","58","0.00570596385008326"
"öyle","öyle-RAISE-F","5","0.219075969764941"
"öyle","öyle-RAISE-B","0","0.780924030235059"
"oyma","oyma-RAISE-F","0","0.961458651329353"
"oyma","oyma-RAISE-B","9","0.0385413486706474"
"oyna","oyna-RAISE-F","0","0.992171038099267"
"oyna","oyna-RAISE-B","69","0.00782896190073346"
"oynash","oynash-RAISE-F","0","0.97765735952375"
"oynash","oynash-RAISE-B","2","0.0223426404762505"
"oyunxana","oyunxana-RAISE-F","0","0.960945061287075"
"oyunxana","oyunxana-RAISE-B","7","0.0390549387129251"
"özlesh","özlesh-RAISE-F","10","0.0840404534884839"
"özlesh","özlesh-RAISE-B","0","0.915959546511516"
"özre","özre-RAISE-F","1","0.0249901929330587"
"özre","özre-RAISE-B","0","0.975009807066941"
"pa'aliyet","pa'aliyet-RAISE-F","1139","0.000930332094025219"
"pa'aliyet","pa'aliyet-RAISE-B","0","0.999069667905975"
"pada","pada-RAISE-F","0","0.98581200928483"
"pada","pada-RAISE-B","29","0.0141879907151699"
"padisha","padisha-RAISE-F","0","0.960665173445971"
"padisha","padisha-RAISE-B","1","0.0393348265540293"
"pahishe","pahishe-RAISE-F","12","0.0332717595265867"
"pahishe","pahishe-RAISE-B","0","0.966728240473413"
"pahishixana","pahishixana-RAISE-F","0","0.966486110461133"
"pahishixana","pahishixana-RAISE-B","11","0.0335138895388668"
"pala","pala-RAISE-F","0","0.971746296829442"
"pala","pala-RAISE-B","2","0.0282537031705584"
"palata","palata-RAISE-F","0","0.998745934902343"
"palata","palata-RAISE-B","52","0.00125406509765669"
"palla","palla-RAISE-F","9","0.961458651329353"
"palla","palla-RAISE-B","0","0.0385413486706474"
"palma","palma-RAISE-F","0","0.960033533365688"
"palma","palma-RAISE-B","3","0.0399664666343118"
"palname","palname-RAISE-F","2","0.42608237339106"
"palname","palname-RAISE-B","0","0.57391762660894"
"palta","palta-RAISE-F","0","0.993454813495338"
"palta","palta-RAISE-B","26","0.00654518650466174"
"pana","pana-RAISE-F","0","0.992553750417708"
"pana","pana-RAISE-B","8","0.00744624958229179"
"panahlan","panahlan-RAISE-F","0","0.990668323319379"
"panahlan","panahlan-RAISE-B","33","0.00933167668062096"
"papa","papa-RAISE-F","0","0.975106470157585"
"papa","papa-RAISE-B","2","0.0248935298424151"
"paranglash","paranglash-RAISE-F","0","0.991337144926535"
"paranglash","paranglash-RAISE-B","39","0.00866285507346487"
"paraset","paraset-RAISE-F","10","0.00808614304769727"
"paraset","paraset-RAISE-B","0","0.991913856952303"
"parchila","parchila-RAISE-F","0","0.996819799826035"
"parchila","parchila-RAISE-B","54","0.00318020017396481"
"parische","parische-RAISE-F","1","0.62191137855977"
"parische","parische-RAISE-B","5","0.37808862144023"
"parsche","parsche-RAISE-F","0","0.53326081138684"
"parsche","parsche-RAISE-B","10","0.46673918861316"
"parta","parta-RAISE-F","0","0.986727375259945"
"parta","parta-RAISE-B","78","0.0132726247400549"
"partiye","partiye-RAISE-F","487","0.00120623115306727"
"partiye","partiye-RAISE-B","0","0.998793768846933"
"partla","partla-RAISE-F","0","0.986327792050086"
"partla","partla-RAISE-B","4","0.0136722079499135"
"partlat","partlat-RAISE-F","0","0.991658658339997"
"partlat","partlat-RAISE-B","22","0.00834134166000278"
"pasahet","pasahet-RAISE-F","2","0.0120304340491092"
"pasahet","pasahet-RAISE-B","0","0.987969565950891"
"pasha","pasha-RAISE-F","0","0.989467415305705"
"pasha","pasha-RAISE-B","5","0.0105325846942946"
"passiplash","passiplash-RAISE-F","0","0.928923678306915"
"passiplash","passiplash-RAISE-B","1","0.0710763216930852"
"paxal","paxal-RAISE-F","0","0.956289846990408"
"paxal","paxal-RAISE-B","1","0.0437101530095922"
"paxta","paxta-RAISE-F","0","0.997126134189586"
"paxta","paxta-RAISE-B","77","0.00287386581041404"
"payda","payda-RAISE-F","2.00000000000001","0.996917364873487"
"payda","payda-RAISE-B","2262","0.0030826351265133"
"paydilan","paydilan-RAISE-F","0","0.996447827374801"
"paydilan","paydilan-RAISE-B","144","0.00355217262519902"
"payla","payla-RAISE-F","0","0.964782630944546"
"payla","payla-RAISE-B","9","0.0352173690554543"
"paytima","paytima-RAISE-F","0","0.941301325521599"
"paytima","paytima-RAISE-B","1","0.0586986744784014"
"pede","pede-RAISE-F","31","0.0549661888755109"
"pede","pede-RAISE-B","0","0.945033811124489"
"pelempey","pelempey-RAISE-F","5","0.012588202520814"
"pelempey","pelempey-RAISE-B","0","0.987411797479186"
"pelle","pelle-RAISE-F","1009","0.0293278995377172"
"pelle","pelle-RAISE-B","0","0.970672100462283"
"pelsepe","pelsepe-RAISE-F","83","0.00912447191685155"
"pelsepe","pelsepe-RAISE-B","0","0.990875528083148"
"pemle","pemle-RAISE-F","1","0.180035436621158"
"pemle","pemle-RAISE-B","0","0.819964563378842"
"penje","penje-RAISE-F","5","0.136560517745699"
"penje","penje-RAISE-B","0","0.863439482254301"
"penjire","penjire-RAISE-F","8","0.0724505626695544"
"penjire","penjire-RAISE-B","0","0.927549437330446"
"pepile","pepile-RAISE-F","5","0.25004517864738"
"pepile","pepile-RAISE-B","0","0.74995482135262"
"perde","perde-RAISE-F","65","0.0147287505249292"
"perde","perde-RAISE-B","0","0.985271249475071"
"perez","perez-RAISE-F","11","0.0020416881848195"
"perez","perez-RAISE-B","0","0.99795831181518"
"perghane","perghane-RAISE-F","5","0.00639623444738593"
"perghane","perghane-RAISE-B","9","0.993603765552614"
"perishte","perishte-RAISE-F","91","0.0354395475364893"
"perishte","perishte-RAISE-B","0","0.964560452463511"
"perwane","perwane-RAISE-F","6","0.0163632052666143"
"perwane","perwane-RAISE-B","3","0.983636794733386"
"pesende","pesende-RAISE-F","7","0.227778913963168"
"pesende","pesende-RAISE-B","0","0.772221086036832"
"pesey","pesey-RAISE-F","8","0.0431287979906394"
"pesey","pesey-RAISE-B","0","0.956871202009361"
"péshane","péshane-RAISE-F","24","0.0559386214568224"
"péshane","péshane-RAISE-B","1","0.944061378543178"
"pesle","pesle-RAISE-F","3","0.264887092607748"
"pesle","pesle-RAISE-B","0","0.735112907392252"
"peslesh","peslesh-RAISE-F","1","0.347403662332999"
"peslesh","peslesh-RAISE-B","0","0.652596337667001"
"pete","pete-RAISE-F","17","0.0691164059171176"
"pete","pete-RAISE-B","0","0.930883594082882"
"peter","peter-RAISE-F","7","0.14179231714805"
"peter","peter-RAISE-B","0","0.85820768285195"
"petile","petile-RAISE-F","1","0.347403662332999"
"petile","petile-RAISE-B","0","0.652596337667001"
"pewqul'adde","pewqul'adde-RAISE-F","1","0.416961492576243"
"pewqul'adde","pewqul'adde-RAISE-B","0","0.583038507423757"
"pexirlen","pexirlen-RAISE-F","38","0.00851551888821883"
"pexirlen","pexirlen-RAISE-B","0","0.991484481111781"
"peyghember","peyghember-RAISE-F","44","0.00470089619073445"
"peyghember","peyghember-RAISE-B","0","0.995299103809266"
"peyshenbe","peyshenbe-RAISE-F","4","0.00149030758403737"
"peyshenbe","peyshenbe-RAISE-B","0","0.998509692415963"
"pezilet","pezilet-RAISE-F","21","0.00421434724614202"
"pezilet","pezilet-RAISE-B","0","0.995785652753858"
"pilanla","pilanla-RAISE-F","0","0.995459813877474"
"pilanla","pilanla-RAISE-B","50","0.00454018612252638"
"piramida","piramida-RAISE-F","0","0.974209537736583"
"piramida","piramida-RAISE-B","6","0.0257904622634173"
"pirogramma","pirogramma-RAISE-F","0","0.984362609851006"
"pirogramma","pirogramma-RAISE-B","30","0.0156373901489938"
"piroza","piroza-RAISE-F","0","0.957637034702285"
