"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"shejere","shejere-F","0","1","",""
"","shejere-B","0","1","","1"
"","shejere-RAISE-F","13","","",""
"","shejere-RAISE-B","0","","","1"
"shenbe","shenbe-F","0","1","",""
"","shenbe-B","0","1","","1"
"","shenbe-RAISE-F","9","","",""
"","shenbe-RAISE-B","0","","","1"
"shepe","shepe-F","0","1","",""
"","shepe-B","0","1","","1"
"","shepe-RAISE-F","5","","",""
"","shepe-RAISE-B","0","","","1"
"sherbet","sherbet-F","0","1","",""
"","sherbet-B","0","1","","1"
"","sherbet-RAISE-F","2","","",""
"","sherbet-RAISE-B","0","","","1"
"sherep","sherep-F","0","1","",""
"","sherep-B","0","1","","1"
"","sherep-RAISE-F","2","","",""
"","sherep-RAISE-B","0","","","1"
"sherhle","sherhle-F","0","1","",""
"","sherhle-B","0","1","","1"
"","sherhle-RAISE-F","17","","",""
"","sherhle-RAISE-B","0","","","1"
"sheri'et","sheri'et-F","0","1","",""
"","sheri'et-B","0","1","","1"
"","sheri'et-RAISE-F","14","","",""
"","sheri'et-RAISE-B","0","","","1"
"shermende","shermende-F","0","1","",""
"","shermende-B","0","1","","1"
"","shermende-RAISE-F","29","","",""
"","shermende-RAISE-B","0","","","1"
"shertname","shertname-F","0","1","",""
"","shertname-B","0","1","","1"
"","shertname-RAISE-F","91","","",""
"","shertname-RAISE-B","9","","","1"
"shexsiyet","shexsiyet-F","0","1","",""
"","shexsiyet-B","0","1","","1"
"","shexsiyet-RAISE-F","45","","",""
"","shexsiyet-RAISE-B","0","","","1"
"shija'et","shija'et-F","0","1","",""
"","shija'et-B","0","1","","1"
"","shija'et-RAISE-F","10","","",""
"","shija'et-RAISE-B","0","","","1"
"shikayet","shikayet-F","0","1","",""
"","shikayet-B","0","1","","1"
"","shikayet-RAISE-F","18","","",""
"","shikayet-RAISE-B","0","","","1"
"shikayetname","shikayetname-F","0","1","",""
"","shikayetname-B","0","1","","1"
"","shikayetname-RAISE-F","9","","",""
"","shikayetname-RAISE-B","2","","","1"
"shilepe","shilepe-F","0","1","",""
"","shilepe-B","0","1","","1"
"","shilepe-RAISE-F","2","","",""
"","shilepe-RAISE-B","0","","","1"
"shipaxana","shipaxana-F","0","1","1",""
"","shipaxana-B","0","1","",""
"","shipaxana-RAISE-F","0","","1",""
"","shipaxana-RAISE-B","38","","",""
"shiraza","shiraza-F","0","1","1",""
"","shiraza-B","0","1","",""
"","shiraza-RAISE-F","0","","1",""
"","shiraza-RAISE-B","1","","",""
"shiwétsariye","shiwétsariye-F","0","1","",""
"","shiwétsariye-B","0","1","","1"
"","shiwétsariye-RAISE-F","1","","",""
"","shiwétsariye-RAISE-B","0","","","1"
"shixenze","shixenze-F","0","1","",""
"","shixenze-B","0","1","","1"
"","shixenze-RAISE-F","17","","",""
"","shixenze-RAISE-B","0","","","1"
"shöbe","shöbe-F","0","1","",""
"","shöbe-B","0","1","","1"
"","shöbe-RAISE-F","49","","",""
"","shöbe-RAISE-B","0","","","1"
"shöhret","shöhret-F","0","1","",""
"","shöhret-B","0","1","","1"
"","shöhret-RAISE-F","8","","",""
"","shöhret-RAISE-B","0","","","1"
"shola","shola-F","0","1","1",""
"","shola-B","0","1","",""
"","shola-RAISE-F","0","","1",""
"","shola-RAISE-B","5","","",""
"shora","shora-F","0","1","1",""
"","shora-B","0","1","",""
"","shora-RAISE-F","0","","1",""
"","shora-RAISE-B","7","","",""
"shorpa","shorpa-F","0","1","1",""
"","shorpa-B","0","1","",""
"","shorpa-RAISE-F","0","","1",""
"","shorpa-RAISE-B","13","","",""
"shota","shota-F","0","1","1",""
"","shota-B","0","1","",""
"","shota-RAISE-F","0","","1",""
"","shota-RAISE-B","5","","",""
"shoxa","shoxa-F","0","1","1",""
"","shoxa-B","0","1","",""
"","shoxa-RAISE-F","0","","1",""
"","shoxa-RAISE-B","1","","",""
"shoxla","shoxla-F","0","1","1",""
"","shoxla-B","0","1","",""
"","shoxla-RAISE-F","0","","1",""
"","shoxla-RAISE-B","1","","",""
"shoyna","shoyna-F","0","1","1",""
"","shoyna-B","0","1","",""
"","shoyna-RAISE-F","0","","1",""
"","shoyna-RAISE-B","2","","",""
"shübhe","shübhe-F","0","1","",""
"","shübhe-B","0","1","","1"
"","shübhe-RAISE-F","43","","",""
"","shübhe-RAISE-B","0","","","1"
"shübhilen","shübhilen-F","0","1","",""
"","shübhilen-B","0","1","","1"
"","shübhilen-RAISE-F","4","","",""
"","shübhilen-RAISE-B","0","","","1"
"shughullan","shughullan-F","0","1","1",""
"","shughullan-B","0","1","",""
"","shughullan-RAISE-F","0","","1",""
"","shughullan-RAISE-B","28","","",""
"shükrane","shükrane-F","0","1","",""
"","shükrane-B","0","1","","1"
"","shükrane-RAISE-F","1","","",""
"","shükrane-RAISE-B","1","","","1"
"siyaset","siyaset-F","0","1","",""
"","siyaset-B","0","1","","1"
"","siyaset-RAISE-F","2000","","",""
"","siyaset-RAISE-B","4","","","1"
"snariye","snariye-F","0","1","",""
"","snariye-B","0","1","","1"
"","snariye-RAISE-F","1","","",""
"","snariye-RAISE-B","0","","","1"
"sodilash","sodilash-F","0","1","1",""
"","sodilash-B","0","1","",""
"","sodilash-RAISE-F","0","","1",""
"","sodilash-RAISE-B","3","","",""
"sofa","sofa-F","0","1","1",""
"","sofa-B","0","1","",""
"","sofa-RAISE-F","1","","1",""
"","sofa-RAISE-B","7","","",""
"söhbet","söhbet-F","0","1","",""
"","söhbet-B","0","1","","1"
"","söhbet-RAISE-F","703","","",""
"","söhbet-RAISE-B","0","","","1"
"söhbetlesh","söhbetlesh-F","0","1","",""
"","söhbetlesh-B","0","1","","1"
"","söhbetlesh-RAISE-F","38","","",""
"","söhbetlesh-RAISE-B","0","","","1"
"sola","sola-F","0","1","1",""
"","sola-B","0","1","",""
"","sola-RAISE-F","0","","1",""
"","sola-RAISE-B","11","","",""
"solaqxana","solaqxana-F","0","1","1",""
"","solaqxana-B","0","1","",""
"","solaqxana-RAISE-F","0","","1",""
"","solaqxana-RAISE-B","27","","",""
"solash","solash-F","0","1","1",""
"","solash-B","0","1","",""
"","solash-RAISE-F","0","","1",""
"","solash-RAISE-B","2","","",""
"soldat","soldat-F","0","1","1",""
"","soldat-B","0","1","",""
"","soldat-RAISE-F","0","","1",""
"","soldat-RAISE-B","3","","",""
"sölet","sölet-F","0","1","",""
"","sölet-B","0","1","","1"
"","sölet-RAISE-F","30","","",""
"","sölet-RAISE-B","0","","","1"
"sora","sora-F","0","1","1",""
"","sora-B","0","1","",""
"","sora-RAISE-F","0","","1",""
"","sora-RAISE-B","6","","",""
"soraqxana","soraqxana-F","0","1","1",""
"","soraqxana-B","0","1","",""
"","soraqxana-RAISE-F","0","","1",""
"","soraqxana-RAISE-B","21","","",""
"sorash","sorash-F","0","1","1",""
"","sorash-B","0","1","",""
"","sorash-RAISE-F","0","","1",""
"","sorash-RAISE-B","3","","",""
"söre","söre-F","0","1","",""
"","söre-B","0","1","","1"
"","söre-RAISE-F","6","","",""
"","söre-RAISE-B","0","","","1"
"sotla","sotla-F","0","1","1",""
"","sotla-B","0","1","",""
"","sotla-RAISE-F","0","","1",""
"","sotla-RAISE-B","49","","",""
"sotxana","sotxana-F","0","1","1",""
"","sotxana-B","0","1","",""
"","sotxana-RAISE-F","0","","1",""
"","sotxana-RAISE-B","6","","",""
"soyla","soyla-F","0","1","1",""
"","soyla-B","0","1","",""
"","soyla-RAISE-F","0","","1",""
"","soyla-RAISE-B","1","","",""
"sözle","sözle-F","0","1","",""
"","sözle-B","0","1","","1"
"","sözle-RAISE-F","484","","",""
"","sözle-RAISE-B","0","","","1"
"sözlesh","sözlesh-F","0","1","",""
"","sözlesh-B","0","1","","1"
"","sözlesh-RAISE-F","182","","",""
"","sözlesh-RAISE-B","3","","","1"
"sulale","sulale-F","0","1","",""
"","sulale-B","0","1","","1"
"","sulale-RAISE-F","153","","",""
"","sulale-RAISE-B","56","","","1"
"sümbe","sümbe-F","0","1","",""
"","sümbe-B","0","1","","1"
"","sümbe-RAISE-F","5","","",""
"","sümbe-RAISE-B","0","","","1"
"sünnet","sünnet-F","0","1","",""
"","sünnet-B","0","1","","1"
"","sünnet-RAISE-F","8","","",""
"","sünnet-RAISE-B","0","","","1"
"supa","supa-F","0","1","1",""
"","supa-B","0","1","",""
"","supa-RAISE-F","0","","1",""
"","supa-RAISE-B","122","","",""
"süpet","süpet-F","0","1","",""
"","süpet-B","0","1","","1"
"","süpet-RAISE-F","6630","","",""
"","süpet-RAISE-B","0","","","1"
"süpetle","süpetle-F","0","1","",""
"","süpetle-B","0","1","","1"
"","süpetle-RAISE-F","10","","",""
"","süpetle-RAISE-B","0","","","1"
"sür'et","sür'et-F","0","1","",""
"","sür'et-B","0","1","","1"
"","sür'et-RAISE-F","28","","",""
"","sür'et-RAISE-B","0","","","1"
"süre","süre-F","0","1","",""
"","süre-B","0","1","","1"
"","süre-RAISE-F","47","","",""
"","süre-RAISE-B","0","","","1"
"süret","süret-F","0","1","",""
"","süret-B","0","1","","1"
"","süret-RAISE-F","59","","",""
"","süret-RAISE-B","0","","","1"
"süretle","süretle-F","0","1","",""
"","süretle-B","0","1","","1"
"","süretle-RAISE-F","1","","",""
"","süretle-RAISE-B","0","","","1"
"suriye","suriye-F","0","1","",""
"","suriye-B","0","1","","1"
"","suriye-RAISE-F","3","","",""
"","suriye-RAISE-B","0","","","1"
"sürme","sürme-F","0","1","",""
"","sürme-B","0","1","","1"
"","sürme-RAISE-F","1","","",""
"","sürme-RAISE-B","0","","","1"
"sürüshte","sürüshte-F","0","1","",""
"","sürüshte-B","0","1","","1"
"","sürüshte-RAISE-F","2","","",""
"","sürüshte-RAISE-B","0","","","1"
"suwa","suwa-F","0","1","1",""
"","suwa-B","0","1","",""
"","suwa-RAISE-F","0","","1",""
"","suwa-RAISE-B","2","","",""
"süyle","süyle-F","0","1","",""
"","süyle-B","0","1","","1"
"","süyle-RAISE-F","1","","",""
"","süyle-RAISE-B","0","","","1"
"süyünche","süyünche-F","0","1","",""
"","süyünche-B","0","1","","1"
"","süyünche-RAISE-F","1","","",""
"","süyünche-RAISE-B","0","","","1"
"ta'et","ta'et-F","0","1","",""
"","ta'et-B","0","1","","1"
"","ta'et-RAISE-F","2","","",""
"","ta'et-RAISE-B","0","","","1"
"ta'ipe","ta'ipe-F","0","1","",""
"","ta'ipe-B","0","1","","1"
"","ta'ipe-RAISE-F","14","","",""
"","ta'ipe-RAISE-B","0","","","1"
"takamullash","takamullash-F","0","1","1",""
"","takamullash-B","0","1","",""
"","takamullash-RAISE-F","0","","1",""
"","takamullash-RAISE-B","1","","",""
"tala","tala-F","0","1","1",""
"","tala-B","0","1","",""
"","tala-RAISE-F","0","","1",""
"","tala-RAISE-B","1","","",""
"talapet","talapet-F","0","1","",""
"","talapet-B","0","1","","1"
"","talapet-RAISE-F","3","","",""
"","talapet-RAISE-B","0","","","1"
"talay","talay-F","0","1","1",""
"","talay-B","0","1","",""
"","talay-RAISE-F","0","","1",""
"","talay-RAISE-B","1","","",""
"talla","talla-F","0","1","1",""
"","talla-B","0","1","",""
"","talla-RAISE-F","0","","1",""
"","talla-RAISE-B","153","","",""
"talliwal","talliwal-F","0","1","1",""
"","talliwal-B","0","1","",""
"","talliwal-RAISE-F","0","","1",""
"","talliwal-RAISE-B","2","","",""
"tamamla","tamamla-F","0","1","1",""
"","tamamla-B","0","1","",""
"","tamamla-RAISE-F","0","","1",""
"","tamamla-RAISE-B","21","","",""
"tamaqxana","tamaqxana-F","0","1","1",""
"","tamaqxana-B","0","1","",""
"","tamaqxana-RAISE-F","0","","1",""
"","tamaqxana-RAISE-B","22","","",""
"tamasha","tamasha-F","0","1","1",""
"","tamasha-B","0","1","",""
"","tamasha-RAISE-F","0","","1",""
"","tamasha-RAISE-B","6","","",""
"tamche","tamche-F","0","1","",""
"","tamche-B","0","1","","1"
"","tamche-RAISE-F","0","","",""
"","tamche-RAISE-B","41","","","1"
"tamchila","tamchila-F","0","1","1",""
"","tamchila-B","0","1","",""
"","tamchila-RAISE-F","0","","1",""
"","tamchila-RAISE-B","1","","",""
"tamozhna","tamozhna-F","0","1","1",""
"","tamozhna-B","0","1","",""
"","tamozhna-RAISE-F","0","","1",""
"","tamozhna-RAISE-B","28","","",""
"tamuzhna","tamuzhna-F","0","1","1",""
"","tamuzhna-B","0","1","",""
"","tamuzhna-RAISE-F","0","","1",""
"","tamuzhna-RAISE-B","1","","",""
"tana","tana-F","0","1","1",""
"","tana-B","0","1","",""
"","tana-RAISE-F","0","","1",""
"","tana-RAISE-B","2","","",""
"tanglay","tanglay-F","0","1","1",""
"","tanglay-B","0","1","",""
"","tanglay-RAISE-F","0","","1",""
"","tanglay-RAISE-B","2","","",""
"tansa","tansa-F","0","1","1",""
"","tansa-B","0","1","",""
"","tansa-RAISE-F","0","","1",""
"","tansa-RAISE-B","7","","",""
"tapa","tapa-F","0","1","1",""
"","tapa-B","0","1","",""
"","tapa-RAISE-F","1","","1",""
"","tapa-RAISE-B","1","","",""
"tapan","tapan-F","0","1","1",""
"","tapan-B","0","1","",""
"","tapan-RAISE-F","0","","1",""
"","tapan-RAISE-B","24","","",""
"tapancha","tapancha-F","0","1","1",""
"","tapancha-B","0","1","",""
"","tapancha-RAISE-F","0","","1",""
"","tapancha-RAISE-B","1","","",""
"tapawet","tapawet-F","0","1","",""
"","tapawet-B","0","1","","1"
"","tapawet-RAISE-F","14","","",""
"","tapawet-RAISE-B","0","","","1"
"tapila","tapila-F","0","1","1",""
"","tapila-B","0","1","",""
"","tapila-RAISE-F","0","","1",""
"","tapila-RAISE-B","2","","",""
"tara","tara-F","0","1","1",""
"","tara-B","0","1","",""
"","tara-RAISE-F","0","","1",""
"","tara-RAISE-B","20","","",""
"tarat","tarat-F","0","1","1",""
"","tarat-B","0","1","",""
"","tarat-RAISE-F","0","","1",""
"","tarat-RAISE-B","4","","",""
"taraza","taraza-F","0","1","1",""
"","taraza-B","0","1","",""
"","taraza-RAISE-F","0","","1",""
"","taraza-RAISE-B","104","","",""
"tartma","tartma-F","0","1","1",""
"","tartma-B","0","1","",""
"","tartma-RAISE-F","0","","1",""
"","tartma-RAISE-B","11","","",""
"tartquchla","tartquchla-F","0","1","1",""
"","tartquchla-B","0","1","",""
"","tartquchla-RAISE-F","0","","1",""
"","tartquchla-RAISE-B","1","","",""
"tasha","tasha-F","0","1","1",""
"","tasha-B","0","1","",""
"","tasha-RAISE-F","0","","1",""
"","tasha-RAISE-B","1","","",""
"tashla","tashla-F","0","1","1",""
"","tashla-B","0","1","",""
"","tashla-RAISE-F","0","","1",""
"","tashla-RAISE-B","163","","",""
"tashliwet","tashliwet-F","0","1","",""
"","tashliwet-B","0","1","","1"
"","tashliwet-RAISE-F","2","","",""
"","tashliwet-RAISE-B","0","","","1"
"tasma","tasma-F","0","1","1",""
"","tasma-B","0","1","",""
"","tasma-RAISE-F","0","","1",""
"","tasma-RAISE-B","11","","",""
"tatarche","tatarche-F","0","1","",""
"","tatarche-B","0","1","","1"
"","tatarche-RAISE-F","0","","",""
"","tatarche-RAISE-B","3","","","1"
"tatila","tatila-F","0","1","1",""
"","tatila-B","0","1","",""
"","tatila-RAISE-F","0","","1",""
"","tatila-RAISE-B","1","","",""
"tawa","tawa-F","0","1","1",""
"","tawa-B","0","1","",""
"","tawa-RAISE-F","0","","1",""
"","tawa-RAISE-B","2","","",""
"tawlan","tawlan-F","0","1","1",""
"","tawlan-B","0","1","",""
"","tawlan-RAISE-F","0","","1",""
"","tawlan-RAISE-B","2","","",""
"taxta","taxta-F","0","1","1",""
"","taxta-B","0","1","",""
"","taxta-RAISE-F","0","","1",""
"","taxta-RAISE-B","80","","",""
"taxtay","taxtay-F","0","1","1",""
"","taxtay-B","0","1","",""
"","taxtay-RAISE-F","0","","1",""
"","taxtay-RAISE-B","2","","",""
"tayan","tayan-F","0","1","1",""
"","tayan-B","0","1","",""
"","tayan-RAISE-F","0","","1",""
"","tayan-RAISE-B","68","","",""
"taza","taza-F","0","1","1",""
"","taza-B","0","1","",""
"","taza-RAISE-F","0","","1",""
"","taza-RAISE-B","192","","",""
"tazila","tazila-F","0","1","1",""
"","tazila-B","0","1","",""
"","tazila-RAISE-F","0","","1",""
"","tazila-RAISE-B","17","","",""
"tébabet","tébabet-F","0","1","",""
"","tébabet-B","0","1","","1"
"","tébabet-RAISE-F","27","","",""
"","tébabet-RAISE-B","0","","","1"
"teber","teber-F","0","1","",""
"","teber-B","0","1","","1"
"","teber-RAISE-F","29","","",""
"","teber-RAISE-B","0","","","1"
"tebi'et","tebi'et-F","0","1","",""
"","tebi'et-B","0","1","","1"
"","tebi'et-RAISE-F","60","","",""
"","tebi'et-RAISE-B","0","","","1"
"tebrikname","tebrikname-F","0","1","",""
"","tebrikname-B","0","1","","1"
"","tebrikname-RAISE-F","41","","",""
"","tebrikname-RAISE-B","11","","","1"
"tehrirle","tehrirle-F","0","1","",""
"","tehrirle-B","0","1","","1"
"","tehrirle-RAISE-F","8","","",""
"","tehrirle-RAISE-B","0","","","1"
"tejiribe","tejiribe-F","0","1","",""
"","tejiribe-B","0","1","","1"
"","tejiribe-RAISE-F","28","","",""
"","tejiribe-RAISE-B","0","","","1"
"tejribe","tejribe-F","0","1","",""
"","tejribe-B","0","1","","1"
"","tejribe-RAISE-F","1285","","",""
"","tejribe-RAISE-B","0","","","1"
"tejribixana","tejribixana-F","0","1","1",""
"","tejribixana-B","0","1","",""
"","tejribixana-RAISE-F","0","","1",""
"","tejribixana-RAISE-B","75","","",""
"teklipname","teklipname-F","0","1","",""
"","teklipname-B","0","1","","1"
"","teklipname-RAISE-F","17","","",""
"","teklipname-RAISE-B","6","","","1"
"tekrarla","tekrarla-F","0","1","1",""
"","tekrarla-B","0","1","",""
"","tekrarla-RAISE-F","0","","1",""
"","tekrarla-RAISE-B","75","","",""
"téléfonlash","téléfonlash-F","0","1","1",""
"","téléfonlash-B","0","1","",""
"","téléfonlash-RAISE-F","0","","1",""
"","téléfonlash-RAISE-B","2","","",""
"téléfonxana","téléfonxana-F","0","1","1",""
"","téléfonxana-B","0","1","",""
"","téléfonxana-RAISE-F","0","","1",""
"","téléfonxana-RAISE-B","1","","",""
"télégramma","télégramma-F","0","1","1",""
"","télégramma-B","0","1","",""
"","télégramma-RAISE-F","0","","1",""
"","télégramma-RAISE-B","122","","",""
"telep","telep-F","0","1","",""
"","telep-B","0","1","","1"
"","telep-RAISE-F","435","","",""
"","telep-RAISE-B","0","","","1"
"telepname","telepname-F","0","1","",""
"","telepname-B","0","1","","1"
"","telepname-RAISE-F","31","","",""
"","telepname-RAISE-B","2","","","1"
"teley","teley-F","0","1","",""
"","teley-B","0","1","","1"
"","teley-RAISE-F","90","","",""
"","teley-RAISE-B","0","","","1"
"teme","teme-F","0","1","",""
"","teme-B","0","1","","1"
"","teme-RAISE-F","1","","",""
"","teme-RAISE-B","2","","","1"
"teminle","teminle-F","0","1","",""
"","teminle-B","0","1","","1"
"","teminle-RAISE-F","235","","",""
"","teminle-RAISE-B","0","","","1"
"témpératura","témpératura-F","0","1","1",""
"","témpératura-B","0","1","",""
"","témpératura-RAISE-F","0","","1",""
"","témpératura-RAISE-B","16","","",""
"temtire","temtire-F","0","1","",""
"","temtire-B","0","1","","1"
"","temtire-RAISE-F","3","","",""
"","temtire-RAISE-B","0","","","1"
"tenche","tenche-F","0","1","",""
"","tenche-B","0","1","","1"
"","tenche-RAISE-F","2","","",""
"","tenche-RAISE-B","0","","","1"
"tene","tene-F","0","1","",""
"","tene-B","0","1","","1"
"","tene-RAISE-F","13","","",""
"","tene-RAISE-B","0","","","1"
"tengle","tengle-F","0","1","",""
"","tengle-B","0","1","","1"
"","tengle-RAISE-F","6","","",""
"","tengle-RAISE-B","0","","","1"
"tenglesh","tenglesh-F","0","1","",""
"","tenglesh-B","0","1","","1"
"","tenglesh-RAISE-F","3","","",""
"","tenglesh-RAISE-B","0","","","1"
"tenglime","tenglime-F","0","1","",""
"","tenglime-B","0","1","","1"
"","tenglime-RAISE-F","23","","",""
"","tenglime-RAISE-B","0","","","1"
"tengne","tengne-F","0","1","",""
"","tengne-B","0","1","","1"
"","tengne-RAISE-F","3","","",""
"","tengne-RAISE-B","0","","","1"
"tengshe","tengshe-F","0","1","",""
"","tengshe-B","0","1","","1"
"","tengshe-RAISE-F","20","","",""
"","tengshe-RAISE-B","0","","","1"
"tentene","tentene-F","0","1","",""
"","tentene-B","0","1","","1"
"","tentene-RAISE-F","1154","","",""
"","tentene-RAISE-B","0","","","1"
"teqdirname","teqdirname-F","0","1","",""
"","teqdirname-B","0","1","","1"
"","teqdirname-RAISE-F","11","","",""
"","teqdirname-RAISE-B","2","","","1"
"terbiye","terbiye-F","0","1","",""
"","terbiye-B","0","1","","1"
"","terbiye-RAISE-F","466","","",""
"","terbiye-RAISE-B","0","","","1"
"terbiyele","terbiyele-F","0","1","",""
"","terbiyele-B","0","1","","1"
"","terbiyele-RAISE-F","25","","",""
"","terbiyele-RAISE-B","0","","","1"
"terbiyelesh","terbiyelesh-F","0","1","",""
"","terbiyelesh-B","0","1","","1"
"","terbiyelesh-RAISE-F","6","","",""
"","terbiyelesh-RAISE-B","0","","","1"
"terbiyile","terbiyile-F","0","1","",""
"","terbiyile-B","0","1","","1"
"","terbiyile-RAISE-F","48","","",""
"","terbiyile-RAISE-B","0","","","1"
"terbiyilesh","terbiyilesh-F","0","1","",""
"","terbiyilesh-B","0","1","","1"
"","terbiyilesh-RAISE-F","2","","",""
"","terbiyilesh-RAISE-B","0","","","1"
"terbiylesh","terbiylesh-F","0","1","",""
"","terbiylesh-B","0","1","","1"
"","terbiylesh-RAISE-F","2","","",""
"","terbiylesh-RAISE-B","0","","","1"
"terep","terep-F","0","1","",""
"","terep-B","0","1","","1"
"","terep-RAISE-F","838","","",""
"","terep-RAISE-B","0","","","1"
"tereplime","tereplime-F","0","1","",""
"","tereplime-B","0","1","","1"
"","tereplime-RAISE-F","314","","",""
"","tereplime-RAISE-B","0","","","1"
"teret","teret-F","0","1","",""
"","teret-B","0","1","","1"
"","teret-RAISE-F","1","","",""
"","teret-RAISE-B","0","","","1"
"teriple","teriple-F","0","1","",""
"","teriple-B","0","1","","1"
"","teriple-RAISE-F","36","","",""
"","teriple-RAISE-B","0","","","1"
"terjime","terjime-F","0","1","",""
"","terjime-B","0","1","","1"
"","terjime-RAISE-F","135","","",""
"","terjime-RAISE-B","0","","","1"
"terle","terle-F","0","1","",""
"","terle-B","0","1","","1"
"","terle-RAISE-F","2","","",""
"","terle-RAISE-B","0","","","1"
"teshekkürname","teshekkürname-F","0","1","",""
"","teshekkürname-B","0","1","","1"
"","teshekkürname-RAISE-F","5","","",""
"","teshekkürname-RAISE-B","0","","","1"
"teshwishlen","teshwishlen-F","0","1","",""
"","teshwishlen-B","0","1","","1"
"","teshwishlen-RAISE-F","5","","",""
"","teshwishlen-RAISE-B","0","","","1"
"tesirlen","tesirlen-F","0","1","",""
"","tesirlen-B","0","1","","1"
"","tesirlen-RAISE-F","5","","",""
"","tesirlen-RAISE-B","1","","","1"
"teslesh","teslesh-F","0","1","",""
"","teslesh-B","0","1","","1"
"","teslesh-RAISE-F","1","","",""
"","teslesh-RAISE-B","0","","","1"
"teslimname","teslimname-F","0","1","",""
"","teslimname-B","0","1","","1"
"","teslimname-RAISE-F","4","","",""
"","teslimname-RAISE-B","0","","","1"
"testiqname","testiqname-F","0","1","",""
"","testiqname-B","0","1","","1"
"","testiqname-RAISE-F","1","","",""
"","testiqname-RAISE-B","0","","","1"
"teswirle","teswirle-F","0","1","",""
"","teswirle-B","0","1","","1"
"","teswirle-RAISE-F","55","","",""
"","teswirle-RAISE-B","0","","","1"
"teswirlen","teswirlen-F","0","1","",""
"","teswirlen-B","0","1","","1"
"","teswirlen-RAISE-F","7","","",""
"","teswirlen-RAISE-B","0","","","1"
"tewbe","tewbe-F","0","1","",""
"","tewbe-B","0","1","","1"
"","tewbe-RAISE-F","2","","",""
"","tewbe-RAISE-B","0","","","1"
"tewren","tewren-F","0","1","",""
"","tewren-B","0","1","","1"
"","tewren-RAISE-F","11","","",""
"","tewren-RAISE-B","0","","","1"
"tewret","tewret-F","0","1","",""
"","tewret-B","0","1","","1"
"","tewret-RAISE-F","33","","",""
"","tewret-RAISE-B","0","","","1"
"texse","texse-F","0","1","",""
"","texse-B","0","1","","1"
"","texse-RAISE-F","12","","",""
"","texse-RAISE-B","0","","","1"
"teyinle","teyinle-F","0","1","",""
"","teyinle-B","0","1","","1"
"","teyinle-RAISE-F","58","","",""
"","teyinle-RAISE-B","0","","","1"
"teyyarla","teyyarla-F","0","1","1",""
"","teyyarla-B","0","1","",""
"","teyyarla-RAISE-F","0","","1",""
"","teyyarla-RAISE-B","70","","",""
"teziye","teziye-F","0","1","",""
"","teziye-B","0","1","","1"
"","teziye-RAISE-F","7","","",""
"","teziye-RAISE-B","0","","","1"
"tibabet","tibabet-F","0","1","",""
"","tibabet-B","0","1","","1"
"","tibabet-RAISE-F","19","","",""
"","tibabet-RAISE-B","1","","","1"
"tibabetxana","tibabetxana-F","0","1","1",""
"","tibabetxana-B","0","1","",""
"","tibabetxana-RAISE-F","0","","1",""
"","tibabetxana-RAISE-B","3","","",""
"tilawet","tilawet-F","0","1","",""
"","tilawet-B","0","1","","1"
"","tilawet-RAISE-F","3","","",""
"","tilawet-RAISE-B","0","","","1"
"tilemche","tilemche-F","0","1","",""
"","tilemche-B","0","1","","1"
"","tilemche-RAISE-F","8","","",""
"","tilemche-RAISE-B","1","","","1"
"tiyatirxana","tiyatirxana-F","0","1","1",""
"","tiyatirxana-B","0","1","",""
"","tiyatirxana-RAISE-F","0","","1",""
"","tiyatirxana-RAISE-B","44","","",""
"töhmet","töhmet-F","0","1","",""
"","töhmet-B","0","1","","1"
"","töhmet-RAISE-F","7","","",""
"","töhmet-RAISE-B","0","","","1"
"töhmetname","töhmetname-F","0","1","",""
"","töhmetname-B","0","1","","1"
"","töhmetname-RAISE-F","1","","",""
"","töhmetname-RAISE-B","0","","","1"
"töhpe","töhpe-F","0","1","",""
"","töhpe-B","0","1","","1"
"","töhpe-RAISE-F","311","","",""
"","töhpe-RAISE-B","0","","","1"
"tola","tola-F","0","1","1",""
"","tola-B","0","1","",""
"","tola-RAISE-F","1","","1",""
"","tola-RAISE-B","39","","",""
"töle","töle-F","0","1","",""
"","töle-B","0","1","","1"
"","töle-RAISE-F","155","","",""
"","töle-RAISE-B","1","","","1"
"tölem","tölem-F","0","1","",""
"","tölem-B","0","1","","1"
"","tölem-RAISE-F","4","","",""
"","tölem-RAISE-B","0","","","1"
"toliye","toliye-F","0","1","",""
"","toliye-B","0","1","","1"
"","toliye-RAISE-F","1","","",""
"","toliye-RAISE-B","0","","","1"
"tongla","tongla-F","0","1","1",""
"","tongla-B","0","1","",""
"","tongla-RAISE-F","0","","1",""
"","tongla-RAISE-B","2","","",""
"tonglat","tonglat-F","0","1","1",""
"","tonglat-B","0","1","",""
"","tonglat-RAISE-F","0","","1",""
"","tonglat-RAISE-B","6","","",""
"tonna","tonna-F","0","1","1",""
"","tonna-B","0","1","",""
"","tonna-RAISE-F","0","","1",""
"","tonna-RAISE-B","132","","",""
"topilang","topilang-F","0","1","1",""
"","topilang-B","0","1","",""
"","topilang-RAISE-F","0","","1",""
"","topilang-RAISE-B","3","","",""
"topla","topla-F","0","1","1",""
"","topla-B","0","1","",""
"","topla-RAISE-F","0","","1",""
"","topla-RAISE-B","75","","",""
"toplam","toplam-F","0","1","1",""
"","toplam-B","0","1","",""
"","toplam-RAISE-F","0","","1",""
"","toplam-RAISE-B","146","","",""
"toplash","toplash-F","0","1","1",""
