"Input","Output","Frequency","VAgreeSurface","VAgreeUnderlying","*Unraised","ID"
"salasun-NON_RAISER","salasun-NON_RAISER-UNRAISED-B","1","","","",""
"salname-RAISER","salname-RAISER-RAISED-F","2","1","","","1"
"salname-RAISER","salname-RAISER-RAISED-B","0","","1","","1"
"salname-RAISER","salname-RAISER-UNRAISED-F","0","","","1",""
"salname-RAISER","salname-RAISER-UNRAISED-B","0","1","1","1",""
"salnamichi-NON_RAISER","salnamichi-NON_RAISER-RAISED-F","0","1","1","","1"
"salnamichi-NON_RAISER","salnamichi-NON_RAISER-RAISED-B","0","","","","1"
"salnamichi-NON_RAISER","salnamichi-NON_RAISER-UNRAISED-F","1","1","1","",""
"salnamichi-NON_RAISER","salnamichi-NON_RAISER-UNRAISED-B","0","","","",""
"salon-NON_RAISER","salon-NON_RAISER-RAISED-F","0","1","1","","1"
"salon-NON_RAISER","salon-NON_RAISER-RAISED-B","0","","","","1"
"salon-NON_RAISER","salon-NON_RAISER-UNRAISED-F","0","1","1","",""
"salon-NON_RAISER","salon-NON_RAISER-UNRAISED-B","33","","","",""
"saltang-NON_RAISER","saltang-NON_RAISER-RAISED-F","0","1","1","","1"
"saltang-NON_RAISER","saltang-NON_RAISER-RAISED-B","0","","","","1"
"saltang-NON_RAISER","saltang-NON_RAISER-UNRAISED-F","0","1","1","",""
"saltang-NON_RAISER","saltang-NON_RAISER-UNRAISED-B","1","","","",""
"salyut-NON_RAISER","salyut-NON_RAISER-RAISED-F","0","1","1","","1"
"salyut-NON_RAISER","salyut-NON_RAISER-RAISED-B","0","","","","1"
"salyut-NON_RAISER","salyut-NON_RAISER-UNRAISED-F","0","1","1","",""
"salyut-NON_RAISER","salyut-NON_RAISER-UNRAISED-B","2","","","",""
"sama-RAISER","sama-RAISER-RAISED-F","0","1","1","","1"
"sama-RAISER","sama-RAISER-RAISED-B","6","","","","1"
"sama-RAISER","sama-RAISER-UNRAISED-F","0","1","1","1",""
"sama-RAISER","sama-RAISER-UNRAISED-B","0","","","1",""
"saman-NON_RAISER","saman-NON_RAISER-RAISED-F","0","1","1","","1"
"saman-NON_RAISER","saman-NON_RAISER-RAISED-B","0","","","","1"
"saman-NON_RAISER","saman-NON_RAISER-UNRAISED-F","0","1","1","",""
"saman-NON_RAISER","saman-NON_RAISER-UNRAISED-B","13","","","",""
"samanchi-NON_RAISER","samanchi-NON_RAISER-RAISED-F","0","1","1","","1"
"samanchi-NON_RAISER","samanchi-NON_RAISER-RAISED-B","0","","","","1"
"samanchi-NON_RAISER","samanchi-NON_RAISER-UNRAISED-F","1","1","1","",""
"samanchi-NON_RAISER","samanchi-NON_RAISER-UNRAISED-B","0","","","",""
"samanxana-RAISER","samanxana-RAISER-RAISED-F","0","1","1","","1"
"samanxana-RAISER","samanxana-RAISER-RAISED-B","2","","","","1"
"samanxana-RAISER","samanxana-RAISER-UNRAISED-F","0","1","1","1",""
"samanxana-RAISER","samanxana-RAISER-UNRAISED-B","0","","","1",""
"samoray-NON_RAISER","samoray-NON_RAISER-RAISED-F","0","1","1","","1"
"samoray-NON_RAISER","samoray-NON_RAISER-RAISED-B","0","","","","1"
"samoray-NON_RAISER","samoray-NON_RAISER-UNRAISED-F","0","1","1","",""
"samoray-NON_RAISER","samoray-NON_RAISER-UNRAISED-B","2","","","",""
"samsa-RAISER","samsa-RAISER-RAISED-F","0","1","1","","1"
"samsa-RAISER","samsa-RAISER-RAISED-B","7","","","","1"
"samsa-RAISER","samsa-RAISER-UNRAISED-F","0","1","1","1",""
"samsa-RAISER","samsa-RAISER-UNRAISED-B","0","","","1",""
"samsixana-RAISER","samsixana-RAISER-RAISED-F","0","1","1","","1"
"samsixana-RAISER","samsixana-RAISER-RAISED-B","1","","","","1"
"samsixana-RAISER","samsixana-RAISER-UNRAISED-F","0","1","1","1",""
"samsixana-RAISER","samsixana-RAISER-UNRAISED-B","2","","","1",""
"samsun-NON_RAISER","samsun-NON_RAISER-RAISED-F","0","1","1","","1"
"samsun-NON_RAISER","samsun-NON_RAISER-RAISED-B","0","","","","1"
"samsun-NON_RAISER","samsun-NON_RAISER-UNRAISED-F","0","1","1","",""
"samsun-NON_RAISER","samsun-NON_RAISER-UNRAISED-B","6","","","",""
"samsung-NON_RAISER","samsung-NON_RAISER-RAISED-F","0","1","1","","1"
"samsung-NON_RAISER","samsung-NON_RAISER-RAISED-B","0","","","","1"
"samsung-NON_RAISER","samsung-NON_RAISER-UNRAISED-F","0","1","1","",""
"samsung-NON_RAISER","samsung-NON_RAISER-UNRAISED-B","1","","","",""
"sana-NON_RAISER","sana-NON_RAISER-RAISED-F","0","1","1","","1"
"sana-NON_RAISER","sana-NON_RAISER-RAISED-B","0","","","","1"
"sana-NON_RAISER","sana-NON_RAISER-UNRAISED-F","0","1","1","",""
"sana-NON_RAISER","sana-NON_RAISER-UNRAISED-B","30","","","",""
"sana-RAISER","sana-RAISER-RAISED-F","0","1","1","","1"
"sana-RAISER","sana-RAISER-RAISED-B","26","","","","1"
"sana-RAISER","sana-RAISER-UNRAISED-F","0","1","1","1",""
"sana-RAISER","sana-RAISER-UNRAISED-B","3","","","1",""
"sana'et-NON_RAISER","sana'et-NON_RAISER-RAISED-F","0","1","","","1"
"sana'et-NON_RAISER","sana'et-NON_RAISER-RAISED-B","0","","1","","1"
"sana'et-NON_RAISER","sana'et-NON_RAISER-UNRAISED-F","56","","","",""
"sana'et-NON_RAISER","sana'et-NON_RAISER-UNRAISED-B","0","1","1","",""
"sana'et-RAISER","sana'et-RAISER-RAISED-F","43","1","","","1"
"sana'et-RAISER","sana'et-RAISER-RAISED-B","0","","1","","1"
"sana'et-RAISER","sana'et-RAISER-UNRAISED-F","0","","","1",""
"sana'et-RAISER","sana'et-RAISER-UNRAISED-B","0","1","1","1",""
"sana'etchi-NON_RAISER","sana'etchi-NON_RAISER-RAISED-F","0","1","","","1"
"sana'etchi-NON_RAISER","sana'etchi-NON_RAISER-RAISED-B","0","","1","","1"
"sana'etchi-NON_RAISER","sana'etchi-NON_RAISER-UNRAISED-F","50","","","",""
"sana'etchi-NON_RAISER","sana'etchi-NON_RAISER-UNRAISED-B","1","1","1","",""
"sana'etlesh-RAISER","sana'etlesh-RAISER-RAISED-F","2","","","","1"
"sana'etlesh-RAISER","sana'etlesh-RAISER-RAISED-B","0","1","1","","1"
"sana'etlesh-RAISER","sana'etlesh-RAISER-UNRAISED-F","0","","","1",""
"sana'etlesh-RAISER","sana'etlesh-RAISER-UNRAISED-B","0","1","1","1",""
"sanaet-NON_RAISER","sanaet-NON_RAISER-RAISED-F","0","1","","","1"
"sanaet-NON_RAISER","sanaet-NON_RAISER-RAISED-B","0","","1","","1"
"sanaet-NON_RAISER","sanaet-NON_RAISER-UNRAISED-F","22","","","",""
"sanaet-NON_RAISER","sanaet-NON_RAISER-UNRAISED-B","0","1","1","",""
"sanaet-RAISER","sanaet-RAISER-RAISED-F","42","1","","","1"
"sanaet-RAISER","sanaet-RAISER-RAISED-B","1","","1","","1"
"sanaet-RAISER","sanaet-RAISER-UNRAISED-F","0","","","1",""
"sanaet-RAISER","sanaet-RAISER-UNRAISED-B","0","1","1","1",""
"sanaetchi-NON_RAISER","sanaetchi-NON_RAISER-RAISED-F","0","1","","","1"
"sanaetchi-NON_RAISER","sanaetchi-NON_RAISER-RAISED-B","0","","1","","1"
"sanaetchi-NON_RAISER","sanaetchi-NON_RAISER-UNRAISED-F","45","","","",""
"sanaetchi-NON_RAISER","sanaetchi-NON_RAISER-UNRAISED-B","1","1","1","",""
"sanatoriye-NON_RAISER","sanatoriye-NON_RAISER-RAISED-F","0","1","","","1"
"sanatoriye-NON_RAISER","sanatoriye-NON_RAISER-RAISED-B","0","","1","","1"
"sanatoriye-NON_RAISER","sanatoriye-NON_RAISER-UNRAISED-F","14","","","",""
"sanatoriye-NON_RAISER","sanatoriye-NON_RAISER-UNRAISED-B","0","1","1","",""
"sangram-NON_RAISER","sangram-NON_RAISER-RAISED-F","0","1","1","","1"
"sangram-NON_RAISER","sangram-NON_RAISER-RAISED-B","0","","","","1"
"sangram-NON_RAISER","sangram-NON_RAISER-UNRAISED-F","0","1","1","",""
"sangram-NON_RAISER","sangram-NON_RAISER-UNRAISED-B","1","","","",""
"sanja-NON_RAISER","sanja-NON_RAISER-RAISED-F","0","1","1","","1"
"sanja-NON_RAISER","sanja-NON_RAISER-RAISED-B","1","","","","1"
"sanja-NON_RAISER","sanja-NON_RAISER-UNRAISED-F","0","1","1","",""
"sanja-NON_RAISER","sanja-NON_RAISER-UNRAISED-B","0","","","",""
"sanja-RAISER","sanja-RAISER-RAISED-F","0","1","1","","1"
"sanja-RAISER","sanja-RAISER-RAISED-B","5","","","","1"
"sanja-RAISER","sanja-RAISER-UNRAISED-F","0","1","1","1",""
"sanja-RAISER","sanja-RAISER-UNRAISED-B","0","","","1",""
"sapa-NON_RAISER","sapa-NON_RAISER-RAISED-F","0","1","1","","1"
"sapa-NON_RAISER","sapa-NON_RAISER-RAISED-B","0","","","","1"
"sapa-NON_RAISER","sapa-NON_RAISER-UNRAISED-F","0","1","1","",""
"sapa-NON_RAISER","sapa-NON_RAISER-UNRAISED-B","145","","","",""
"sapalchi-NON_RAISER","sapalchi-NON_RAISER-RAISED-F","0","1","1","","1"
"sapalchi-NON_RAISER","sapalchi-NON_RAISER-RAISED-B","0","","","","1"
"sapalchi-NON_RAISER","sapalchi-NON_RAISER-UNRAISED-F","0","1","1","",""
"sapalchi-NON_RAISER","sapalchi-NON_RAISER-UNRAISED-B","2","","","",""
"sapasiz-NON_RAISER","sapasiz-NON_RAISER-RAISED-F","0","1","1","","1"
"sapasiz-NON_RAISER","sapasiz-NON_RAISER-RAISED-B","0","","","","1"
"sapasiz-NON_RAISER","sapasiz-NON_RAISER-UNRAISED-F","0","1","1","",""
"sapasiz-NON_RAISER","sapasiz-NON_RAISER-UNRAISED-B","1","","","",""
"saqchixana-RAISER","saqchixana-RAISER-RAISED-F","0","1","1","","1"
"saqchixana-RAISER","saqchixana-RAISER-RAISED-B","930","","","","1"
"saqchixana-RAISER","saqchixana-RAISER-UNRAISED-F","0","1","1","1",""
"saqchixana-RAISER","saqchixana-RAISER-UNRAISED-B","2","","","1",""
"saqlanma-RAISER","saqlanma-RAISER-RAISED-F","0","1","1","","1"
"saqlanma-RAISER","saqlanma-RAISER-RAISED-B","1","","","","1"
"saqlanma-RAISER","saqlanma-RAISER-UNRAISED-F","0","1","1","1",""
"saqlanma-RAISER","saqlanma-RAISER-UNRAISED-B","0","","","1",""
"sara-RAISER","sara-RAISER-RAISED-F","0","1","1","","1"
"sara-RAISER","sara-RAISER-RAISED-B","1","","","","1"
"sara-RAISER","sara-RAISER-UNRAISED-F","0","1","1","1",""
"sara-RAISER","sara-RAISER-UNRAISED-B","0","","","1",""
"sarasime-RAISER","sarasime-RAISER-RAISED-F","92","1","","","1"
"sarasime-RAISER","sarasime-RAISER-RAISED-B","1","","1","","1"
"sarasime-RAISER","sarasime-RAISER-UNRAISED-F","0","","","1",""
"sarasime-RAISER","sarasime-RAISER-UNRAISED-B","0","1","1","1",""
"saray-NON_RAISER","saray-NON_RAISER-RAISED-F","0","1","1","","1"
"saray-NON_RAISER","saray-NON_RAISER-RAISED-B","0","","","","1"
"saray-NON_RAISER","saray-NON_RAISER-UNRAISED-F","0","1","1","",""
"saray-NON_RAISER","saray-NON_RAISER-UNRAISED-B","171","","","",""
"saray-RAISER","saray-RAISER-RAISED-F","0","1","1","","1"
"saray-RAISER","saray-RAISER-RAISED-B","548","","","","1"
"saray-RAISER","saray-RAISER-UNRAISED-F","0","1","1","1",""
"saray-RAISER","saray-RAISER-UNRAISED-B","0","","","1",""
"sarmay-NON_RAISER","sarmay-NON_RAISER-RAISED-F","0","1","1","","1"
"sarmay-NON_RAISER","sarmay-NON_RAISER-RAISED-B","0","","","","1"
"sarmay-NON_RAISER","sarmay-NON_RAISER-UNRAISED-F","0","1","1","",""
"sarmay-NON_RAISER","sarmay-NON_RAISER-UNRAISED-B","1","","","",""
"sasaniy-NON_RAISER","sasaniy-NON_RAISER-RAISED-F","0","1","1","","1"
"sasaniy-NON_RAISER","sasaniy-NON_RAISER-RAISED-B","0","","","","1"
"sasaniy-NON_RAISER","sasaniy-NON_RAISER-UNRAISED-F","0","1","1","",""
"sasaniy-NON_RAISER","sasaniy-NON_RAISER-UNRAISED-B","13","","","",""
"satarmen-NON_RAISER","satarmen-NON_RAISER-RAISED-F","0","1","","","1"
"satarmen-NON_RAISER","satarmen-NON_RAISER-RAISED-B","0","","1","","1"
"satarmen-NON_RAISER","satarmen-NON_RAISER-UNRAISED-F","1","","","",""
"satarmen-NON_RAISER","satarmen-NON_RAISER-UNRAISED-B","0","1","1","",""
"satira-RAISER","satira-RAISER-RAISED-F","0","1","1","","1"
"satira-RAISER","satira-RAISER-RAISED-B","12","","","","1"
"satira-RAISER","satira-RAISER-UNRAISED-F","0","1","1","1",""
"satira-RAISER","satira-RAISER-UNRAISED-B","0","","","1",""
"satirash-NON_RAISER","satirash-NON_RAISER-RAISED-F","0","1","1","","1"
"satirash-NON_RAISER","satirash-NON_RAISER-RAISED-B","0","","","","1"
"satirash-NON_RAISER","satirash-NON_RAISER-UNRAISED-F","0","1","1","",""
"satirash-NON_RAISER","satirash-NON_RAISER-UNRAISED-B","10","","","",""
"satirashxana-RAISER","satirashxana-RAISER-RAISED-F","0","1","1","","1"
"satirashxana-RAISER","satirashxana-RAISER-RAISED-B","7","","","","1"
"satirashxana-RAISER","satirashxana-RAISER-UNRAISED-F","0","1","1","1",""
"satirashxana-RAISER","satirashxana-RAISER-UNRAISED-B","0","","","1",""
"sawa-RAISER","sawa-RAISER-RAISED-F","0","1","1","","1"
"sawa-RAISER","sawa-RAISER-RAISED-B","1","","","","1"
"sawa-RAISER","sawa-RAISER-UNRAISED-F","0","1","1","1",""
"sawa-RAISER","sawa-RAISER-UNRAISED-B","0","","","1",""
"sawab-NON_RAISER","sawab-NON_RAISER-RAISED-F","0","1","1","","1"
"sawab-NON_RAISER","sawab-NON_RAISER-RAISED-B","0","","","","1"
"sawab-NON_RAISER","sawab-NON_RAISER-UNRAISED-F","0","1","1","",""
"sawab-NON_RAISER","sawab-NON_RAISER-UNRAISED-B","41","","","",""
"sawad-NON_RAISER","sawad-NON_RAISER-RAISED-F","0","1","1","","1"
"sawad-NON_RAISER","sawad-NON_RAISER-RAISED-B","0","","","","1"
"sawad-NON_RAISER","sawad-NON_RAISER-UNRAISED-F","0","1","1","",""
"sawad-NON_RAISER","sawad-NON_RAISER-UNRAISED-B","7","","","",""
"sawat-NON_RAISER","sawat-NON_RAISER-RAISED-F","0","1","1","","1"
"sawat-NON_RAISER","sawat-NON_RAISER-RAISED-B","0","","","","1"
"sawat-NON_RAISER","sawat-NON_RAISER-UNRAISED-F","0","1","1","",""
"sawat-NON_RAISER","sawat-NON_RAISER-UNRAISED-B","265","","","",""
"sawatsiz-NON_RAISER","sawatsiz-NON_RAISER-RAISED-F","0","1","1","","1"
"sawatsiz-NON_RAISER","sawatsiz-NON_RAISER-RAISED-B","0","","","","1"
"sawatsiz-NON_RAISER","sawatsiz-NON_RAISER-UNRAISED-F","0","1","1","",""
"sawatsiz-NON_RAISER","sawatsiz-NON_RAISER-UNRAISED-B","38","","","",""
"sawut-NON_RAISER","sawut-NON_RAISER-RAISED-F","0","1","1","","1"
"sawut-NON_RAISER","sawut-NON_RAISER-RAISED-B","0","","","","1"
"sawut-NON_RAISER","sawut-NON_RAISER-UNRAISED-F","0","1","1","",""
"sawut-NON_RAISER","sawut-NON_RAISER-UNRAISED-B","15","","","",""
"saxa-NON_RAISER","saxa-NON_RAISER-RAISED-F","0","1","1","","1"
"saxa-NON_RAISER","saxa-NON_RAISER-RAISED-B","0","","","","1"
"saxa-NON_RAISER","saxa-NON_RAISER-UNRAISED-F","0","1","1","",""
"saxa-NON_RAISER","saxa-NON_RAISER-UNRAISED-B","1","","","",""
"saxawet-NON_RAISER","saxawet-NON_RAISER-RAISED-F","0","1","","","1"
"saxawet-NON_RAISER","saxawet-NON_RAISER-RAISED-B","0","","1","","1"
"saxawet-NON_RAISER","saxawet-NON_RAISER-UNRAISED-F","425","","","",""
"saxawet-NON_RAISER","saxawet-NON_RAISER-UNRAISED-B","0","1","1","",""
"saxawet-RAISER","saxawet-RAISER-RAISED-F","4","1","","","1"
"saxawet-RAISER","saxawet-RAISER-RAISED-B","0","","1","","1"
"saxawet-RAISER","saxawet-RAISER-UNRAISED-F","0","","","1",""
"saxawet-RAISER","saxawet-RAISER-UNRAISED-B","0","1","1","1",""
"saxawetchi-NON_RAISER","saxawetchi-NON_RAISER-RAISED-F","0","1","","","1"
"saxawetchi-NON_RAISER","saxawetchi-NON_RAISER-RAISED-B","0","","1","","1"
"saxawetchi-NON_RAISER","saxawetchi-NON_RAISER-UNRAISED-F","39","","","",""
"saxawetchi-NON_RAISER","saxawetchi-NON_RAISER-UNRAISED-B","1","1","1","",""
"saxta-RAISER","saxta-RAISER-RAISED-F","0","1","1","","1"
"saxta-RAISER","saxta-RAISER-RAISED-B","61","","","","1"
"saxta-RAISER","saxta-RAISER-UNRAISED-F","0","1","1","1",""
"saxta-RAISER","saxta-RAISER-UNRAISED-B","8","","","1",""
"saxtipez-NON_RAISER","saxtipez-NON_RAISER-RAISED-F","0","1","","","1"
"saxtipez-NON_RAISER","saxtipez-NON_RAISER-RAISED-B","0","","1","","1"
"saxtipez-NON_RAISER","saxtipez-NON_RAISER-UNRAISED-F","87","","","",""
"saxtipez-NON_RAISER","saxtipez-NON_RAISER-UNRAISED-B","0","1","1","",""
"sayahet-NON_RAISER","sayahet-NON_RAISER-RAISED-F","0","1","","","1"
"sayahet-NON_RAISER","sayahet-NON_RAISER-RAISED-B","0","","1","","1"
"sayahet-NON_RAISER","sayahet-NON_RAISER-UNRAISED-F","277","","","",""
"sayahet-NON_RAISER","sayahet-NON_RAISER-UNRAISED-B","0","1","1","",""
"sayahet-RAISER","sayahet-RAISER-RAISED-F","29","1","","","1"
"sayahet-RAISER","sayahet-RAISER-RAISED-B","0","","1","","1"
"sayahet-RAISER","sayahet-RAISER-UNRAISED-F","0","","","1",""
"sayahet-RAISER","sayahet-RAISER-UNRAISED-B","0","1","1","1",""
"sayahetchi-NON_RAISER","sayahetchi-NON_RAISER-RAISED-F","0","1","","","1"
"sayahetchi-NON_RAISER","sayahetchi-NON_RAISER-RAISED-B","0","","1","","1"
"sayahetchi-NON_RAISER","sayahetchi-NON_RAISER-UNRAISED-F","499","","","",""
"sayahetchi-NON_RAISER","sayahetchi-NON_RAISER-UNRAISED-B","1","1","1","",""
"sayahetname-RAISER","sayahetname-RAISER-RAISED-F","4","1","","","1"
"sayahetname-RAISER","sayahetname-RAISER-RAISED-B","0","","1","","1"
"sayahetname-RAISER","sayahetname-RAISER-UNRAISED-F","0","","","1",""
"sayahetname-RAISER","sayahetname-RAISER-UNRAISED-B","0","1","1","1",""
"sayan-NON_RAISER","sayan-NON_RAISER-RAISED-F","0","1","1","","1"
"sayan-NON_RAISER","sayan-NON_RAISER-RAISED-B","0","","","","1"
"sayan-NON_RAISER","sayan-NON_RAISER-UNRAISED-F","0","1","1","",""
"sayan-NON_RAISER","sayan-NON_RAISER-UNRAISED-B","1","","","",""
"sayiwen-NON_RAISER","sayiwen-NON_RAISER-RAISED-F","0","1","","","1"
"sayiwen-NON_RAISER","sayiwen-NON_RAISER-RAISED-B","0","","1","","1"
"sayiwen-NON_RAISER","sayiwen-NON_RAISER-UNRAISED-F","3","","","",""
"sayiwen-NON_RAISER","sayiwen-NON_RAISER-UNRAISED-B","0","1","1","",""
"sayla-NON_RAISER","sayla-NON_RAISER-RAISED-F","0","1","1","","1"
"sayla-NON_RAISER","sayla-NON_RAISER-RAISED-B","0","","","","1"
"sayla-NON_RAISER","sayla-NON_RAISER-UNRAISED-F","0","1","1","",""
"sayla-NON_RAISER","sayla-NON_RAISER-UNRAISED-B","62","","","",""
"sayla-RAISER","sayla-RAISER-RAISED-F","0","1","1","","1"
"sayla-RAISER","sayla-RAISER-RAISED-B","62","","","","1"
"sayla-RAISER","sayla-RAISER-UNRAISED-F","0","1","1","1",""
"sayla-RAISER","sayla-RAISER-UNRAISED-B","1","","","1",""
"saylam-NON_RAISER","saylam-NON_RAISER-RAISED-F","0","1","1","","1"
"saylam-NON_RAISER","saylam-NON_RAISER-RAISED-B","0","","","","1"
"saylam-NON_RAISER","saylam-NON_RAISER-UNRAISED-F","0","1","1","",""
"saylam-NON_RAISER","saylam-NON_RAISER-UNRAISED-B","609","","","",""
"saylam-RAISER","saylam-RAISER-RAISED-F","0","1","1","","1"
"saylam-RAISER","saylam-RAISER-RAISED-B","354","","","","1"
"saylam-RAISER","saylam-RAISER-UNRAISED-F","0","1","1","1",""
"saylam-RAISER","saylam-RAISER-UNRAISED-B","0","","","1",""
"sayman-NON_RAISER","sayman-NON_RAISER-RAISED-F","0","1","1","","1"
"sayman-NON_RAISER","sayman-NON_RAISER-RAISED-B","0","","","","1"
"sayman-NON_RAISER","sayman-NON_RAISER-UNRAISED-F","0","1","1","",""
"sayman-NON_RAISER","sayman-NON_RAISER-UNRAISED-B","50","","","",""
"sayra-RAISER","sayra-RAISER-RAISED-F","0","1","1","","1"
"sayra-RAISER","sayra-RAISER-RAISED-B","21","","","","1"
"sayra-RAISER","sayra-RAISER-UNRAISED-F","0","1","1","1",""
"sayra-RAISER","sayra-RAISER-UNRAISED-B","0","","","1",""
"sayrash-NON_RAISER","sayrash-NON_RAISER-RAISED-F","0","1","1","","1"
"sayrash-NON_RAISER","sayrash-NON_RAISER-RAISED-B","0","","","","1"
"sayrash-NON_RAISER","sayrash-NON_RAISER-UNRAISED-F","0","1","1","",""
"sayrash-NON_RAISER","sayrash-NON_RAISER-UNRAISED-B","1","","","",""
"sayrat-RAISER","sayrat-RAISER-RAISED-F","0","1","1","","1"
"sayrat-RAISER","sayrat-RAISER-RAISED-B","1","","","","1"
"sayrat-RAISER","sayrat-RAISER-UNRAISED-F","0","1","1","1",""
"sayrat-RAISER","sayrat-RAISER-UNRAISED-B","0","","","1",""
"saza-RAISER","saza-RAISER-RAISED-F","0","1","1","","1"
"saza-RAISER","saza-RAISER-RAISED-B","2","","","","1"
"saza-RAISER","saza-RAISER-UNRAISED-F","0","1","1","1",""
"saza-RAISER","saza-RAISER-UNRAISED-B","0","","","1",""
"sazende-RAISER","sazende-RAISER-RAISED-F","116","","","","1"
"sazende-RAISER","sazende-RAISER-RAISED-B","0","1","1","","1"
"sazende-RAISER","sazende-RAISER-UNRAISED-F","0","","","1",""
"sazende-RAISER","sazende-RAISER-UNRAISED-B","0","1","1","1",""
"sazla-RAISER","sazla-RAISER-RAISED-F","0","1","1","","1"
"sazla-RAISER","sazla-RAISER-RAISED-B","2","","","","1"
"sazla-RAISER","sazla-RAISER-UNRAISED-F","0","1","1","1",""
"sazla-RAISER","sazla-RAISER-UNRAISED-B","0","","","1",""
"se'idxan-NON_RAISER","se'idxan-NON_RAISER-RAISED-F","0","","1","","1"
"se'idxan-NON_RAISER","se'idxan-NON_RAISER-RAISED-B","0","1","","","1"
"se'idxan-NON_RAISER","se'idxan-NON_RAISER-UNRAISED-F","0","1","1","",""
"se'idxan-NON_RAISER","se'idxan-NON_RAISER-UNRAISED-B","7","","","",""
"se'udi-NON_RAISER","se'udi-NON_RAISER-RAISED-F","0","","1","","1"
"se'udi-NON_RAISER","se'udi-NON_RAISER-RAISED-B","0","1","","","1"
"se'udi-NON_RAISER","se'udi-NON_RAISER-UNRAISED-F","0","1","1","",""
"se'udi-NON_RAISER","se'udi-NON_RAISER-UNRAISED-B","20","","","",""
"sedep-NON_RAISER","sedep-NON_RAISER-RAISED-F","0","","","","1"
"sedep-NON_RAISER","sedep-NON_RAISER-RAISED-B","0","1","1","","1"
"sedep-NON_RAISER","sedep-NON_RAISER-UNRAISED-F","2","","","",""
"sedep-NON_RAISER","sedep-NON_RAISER-UNRAISED-B","0","1","1","",""
"seher-NON_RAISER","seher-NON_RAISER-RAISED-F","0","","","","1"
"seher-NON_RAISER","seher-NON_RAISER-RAISED-B","0","1","1","","1"
"seher-NON_RAISER","seher-NON_RAISER-UNRAISED-F","398","","","",""
"seher-NON_RAISER","seher-NON_RAISER-UNRAISED-B","0","1","1","",""
"seher-RAISER","seher-RAISER-RAISED-F","2","","","","1"
"seher-RAISER","seher-RAISER-RAISED-B","0","1","1","","1"
"seher-RAISER","seher-RAISER-UNRAISED-F","0","","","1",""
"seher-RAISER","seher-RAISER-UNRAISED-B","0","1","1","1",""
"sehipe-NON_RAISER","sehipe-NON_RAISER-RAISED-F","1","","","","1"
"sehipe-NON_RAISER","sehipe-NON_RAISER-RAISED-B","0","1","1","","1"
"sehipe-NON_RAISER","sehipe-NON_RAISER-UNRAISED-F","2","","","",""
"sehipe-NON_RAISER","sehipe-NON_RAISER-UNRAISED-B","0","1","1","",""
"sehipe-RAISER","sehipe-RAISER-RAISED-F","435","","","","1"
"sehipe-RAISER","sehipe-RAISER-RAISED-B","0","1","1","","1"
"sehipe-RAISER","sehipe-RAISER-UNRAISED-F","0","","","1",""
"sehipe-RAISER","sehipe-RAISER-UNRAISED-B","0","1","1","1",""
"sehne-RAISER","sehne-RAISER-RAISED-F","1627","","","","1"
"sehne-RAISER","sehne-RAISER-RAISED-B","0","1","1","","1"
"sehne-RAISER","sehne-RAISER-UNRAISED-F","0","","","1",""
"sehne-RAISER","sehne-RAISER-UNRAISED-B","0","1","1","1",""
"sehnileshtür-NON_RAISER","sehnileshtür-NON_RAISER-RAISED-F","0","","","","1"
"sehnileshtür-NON_RAISER","sehnileshtür-NON_RAISER-RAISED-B","0","1","1","","1"
"sehnileshtür-NON_RAISER","sehnileshtür-NON_RAISER-UNRAISED-F","27","","","",""
"sehnileshtür-NON_RAISER","sehnileshtür-NON_RAISER-UNRAISED-B","0","1","1","",""
"sehra-NON_RAISER","sehra-NON_RAISER-RAISED-F","0","","1","","1"
"sehra-NON_RAISER","sehra-NON_RAISER-RAISED-B","0","1","","","1"
"sehra-NON_RAISER","sehra-NON_RAISER-UNRAISED-F","2","1","1","",""
"sehra-NON_RAISER","sehra-NON_RAISER-UNRAISED-B","53","","","",""
"sejde-RAISER","sejde-RAISER-RAISED-F","15","","","","1"
"sejde-RAISER","sejde-RAISER-RAISED-B","0","1","1","","1"
"sejde-RAISER","sejde-RAISER-UNRAISED-F","0","","","1",""
"sejde-RAISER","sejde-RAISER-UNRAISED-B","0","1","1","1",""
"sele-NON_RAISER","sele-NON_RAISER-RAISED-F","0","","","","1"
"sele-NON_RAISER","sele-NON_RAISER-RAISED-B","1","1","1","","1"
"sele-NON_RAISER","sele-NON_RAISER-UNRAISED-F","0","","","",""
"sele-NON_RAISER","sele-NON_RAISER-UNRAISED-B","0","1","1","",""
"sele-RAISER","sele-RAISER-RAISED-F","29","","","","1"
"sele-RAISER","sele-RAISER-RAISED-B","0","1","1","","1"
"sele-RAISER","sele-RAISER-UNRAISED-F","0","","","1",""
"sele-RAISER","sele-RAISER-UNRAISED-B","0","1","1","1",""
"selefiy-NON_RAISER","selefiy-NON_RAISER-RAISED-F","0","","","","1"
"selefiy-NON_RAISER","selefiy-NON_RAISER-RAISED-B","0","1","1","","1"
"selefiy-NON_RAISER","selefiy-NON_RAISER-UNRAISED-F","3","","","",""
"selefiy-NON_RAISER","selefiy-NON_RAISER-UNRAISED-B","0","1","1","",""
"seltenet-NON_RAISER","seltenet-NON_RAISER-RAISED-F","0","","","","1"
"seltenet-NON_RAISER","seltenet-NON_RAISER-RAISED-B","0","1","1","","1"
"seltenet-NON_RAISER","seltenet-NON_RAISER-UNRAISED-F","86","","","",""
